keyword,theorist,concept_purpose,paper_title,paper_authors,journal,volume_issue,year,paper_url,paper_argument,access
third-worldist theory,Frantz Fanon,Anticolonial theory of revolutionary violence and Third-World solidarity that framed 1960s Italian left reception of decolonization aesthetics,When Violence Appeals: The Circulation and Reception of Brazilian Cinema Novo in Italy (1960-1968),"Andrea Gelardi, Marco Zilioli",Film History: An International Journal,"Vol. 35, No. 3, Fall 2024",2024,https://doi.org/10.2979/fih.00011,"Argues that Italian festivals and left-wing critics received Cinema Novo through emergent third-worldist theory, shaping its canonization while reproducing uneven North-South power relations",abstract-only
reception / canon formation,Janet Staiger,"Historical-materialist reception study: meanings of films are produced in concrete contexts of exhibition and criticism, and canons are constructed through these reception practices",When Violence Appeals: The Circulation and Reception of Brazilian Cinema Novo in Italy (1960-1968),"Andrea Gelardi, Marco Zilioli",Film History: An International Journal,"Vol. 35, No. 3, Fall 2024",2024,https://doi.org/10.2979/fih.00011,Historicizes the early Italian reception of Cinema Novo at festivals and in journals to show how critical reception practices forged its canonical international status,abstract-only
cinematic entanglement,Andrew Higson / transnational cinema studies,Transnational and entanglement frameworks reconceiving early cinema across shifting national borders rather than within fixed nation-states,Thessaloniki in Early Cinema History: Cinematic Entanglements and Disentanglements amid Moving Borders in the Balkans and the Eastern Mediterranean,Mélisande Leventopoulos,Film History: An International Journal,"Vol. 35, No. 3, Fall 2024",2024,https://doi.org/10.2979/fih.00007,"Uses entanglement/transnational frameworks to write Thessaloniki's early cinema history through moving Balkan borders, decentering national cinema historiography",abstract-only
technological imperative,Jacques Ellul,"Critique of la technique: technology develops by its own self-augmenting logic, an autonomous imperative that subordinates social and political choice",Fossil Fuel Infrastructure in the 1920s: US Bureau of Mines Films and the Technological Imperative,Joni Hayward Marcum,The Moving Image,"Vol. 24, Nos. 1 & 2, Spring & Fall 2024",2024,https://muse.jhu.edu/pub/23/article/989865,"Argues that 1920s US Bureau of Mines films naturalized fossil-fuel infrastructure as a technological imperative, using government film to render extractive industry inevitable and progressive",abstract-only
sponsored film,Vinzenz Hediger & Patrick Vonderau,"Theory of useful/sponsored cinema: non-theatrical films made to do organizational work (instruct, persuade, govern) rather than to entertain",The American Landscape and the New Deal in Art and Film,Dimitrios Latsis,The Moving Image,"Vol. 24, Nos. 1 & 2, Spring & Fall 2024",2024,https://muse.jhu.edu/pub/23/article/989866,"Reads New Deal government landscape films as useful/sponsored cinema that aestheticized state policy, linking documentary form to art-historical traditions of the American landscape",abstract-only
distribution infrastructure,Lisa Parks / Charles Acland,"Infrastructure studies of media distribution: the material networks (16mm, satellites, depots) that move films and structure access and power","Entertainment Spanning the Universe: Movies at War, Free Films, and the US Military's 16mm Distribution Infrastructure",Tanya Goldman,The Moving Image,"Vol. 24, Nos. 1 & 2, Spring & Fall 2024",2024,https://muse.jhu.edu/pub/23/article/989867,Reconstructs the US military's 16mm distribution infrastructure to show how the apparatus of free-film circulation built wartime morale and exported American entertainment globally,OA
collective memory,Maurice Halbwachs,Theory that memory is socially framed: groups construct and reconstruct a shared past through institutions and media to serve present needs,"Ending the Erbfeindschaft: Neighbors (1963), a West German Governmental PR Film, and the Manipulation of Collective Memory in the Context of the Elysee Treaty",Jan Uelzmann,The Moving Image,"Vol. 24, Nos. 1 & 2, Spring & Fall 2024",2024,https://muse.jhu.edu/pub/23/article/989869,Argues that the West German PR film Neighbors (1963) manipulated Franco-German collective memory to reframe 'hereditary enemies' as friends in the service of Elysee Treaty reconciliation,abstract-only
elemental media,John Durham Peters,"Concept of elemental media (water, air, fire, infrastructure as media): natural environments and milieus understood as the basic media that condition existence",Media-Milieu Dialectic: Thinking beyond Elemental Media,Mehak Sawhney,Discourse,"Vol. 47, No. 1, Winter 2025",2025,https://doi.org/10.1353/dis.2025.a986920,"Critiques and extends Peters's elemental media by proposing a media-milieu dialectic, arguing the elemental must be thought together with the historically produced milieu rather than as a stable nature",abstract-only
supplementarity,Jacques Derrida,"Deconstructive logic of the supplement: the 'add-on' that is also constitutive, exposing how form is never self-sufficient but structured by what it claims to merely extend",The Queerness of Animation: Barry JC Purves and the Supplementarity of Form,Ferdinando Cocco,Discourse,"Vol. 47, No. 1, Winter 2025",2025,https://doi.org/10.1353/dis.2025.a986921,"Reads Purves's stop-motion animation through Derridean supplementarity to argue that animated form is constitutively queer, undoing norms of bodily and representational wholeness",abstract-only
anachronism,Georges Didi-Huberman,"Theory of anachronism / survival (Nachleben): images carry heterogeneous times, so history is montage of non-contemporaneous moments rather than linear chronology",Anachronic 1968: The Crisis of Media in Imagen de Caracas,Noraedén Mora Méndez,Discourse,"Vol. 47, No. 1, Winter 2025",2025,https://doi.org/10.1353/dis.2025.a986922,"Uses anachronism to read the multimedia spectacle Imagen de Caracas as an 'anachronic 1968', theorizing the work's crisis of media as a montage of disjunctive revolutionary times",abstract-only
figural analysis,Nicole Brenez,"Method of figural analysis: close attention to the figure (forms, bodies, plastic configurations) rather than narrative interpretation, an experimental rather than hermeneutic criticism","Experiment, Never Interpret: Nicole Brenez and Figural Analysis",Thomas Quist,Discourse,"Vol. 47, No. 1, Winter 2025",2025,https://doi.org/10.1353/dis.2025.a986927,"Expounds Brenez's figural analysis as a model that refuses interpretation in favor of experimentation, arguing for an avant-garde practice of reading film images figurally",abstract-only
obedience / authority,Georges Didi-Huberman,Inquiry into why subjects obey: the affective and image-based mechanisms by which authority is rendered legitimate and disobedience becomes thinkable,Why Obey?,"Georges Didi-Huberman, Heath Valentine (trans.)",Discourse,"Vol. 46, No. 3, Fall 2024",2024,https://doi.org/10.1353/dis.2024.a967985,"A translated essay theorizing the question of obedience, examining how images and affects underwrite submission to authority and where the seeds of disobedience lie",abstract-only
embodiment / gesture,Maurice Merleau-Ponty / Giorgio Agamben,"Phenomenology of the body and theory of gesture: meaning and politics are enacted through posture and bodily comportment, not only discourse",Revolutionary Postures: Embodying Rupture in the Films of May 68,Matthew Hubbell,Discourse,"Vol. 46, No. 3, Fall 2024",2024,https://doi.org/10.1353/dis.2024.a967984,"Reads films of May 68 through bodily posture and gesture to argue that revolutionary rupture is embodied and choreographed, locating politics in the comportment of filmed bodies",abstract-only
blackness / invisibility,Frantz Fanon,"Phenomenology of the racialized look: the Black subject is fixed and made hyper-visible/invisible by the white gaze, splitting body and being","'Those things you see through': Photography, Invisibility, and Blackness as Film in Jordan Peele's Get Out",Travis Alexander,Discourse,"Vol. 46, No. 3, Fall 2024",2024,https://doi.org/10.1353/dis.2024.a967983,"Theorizes blackness as a photographic-cinematic condition of (in)visibility in Get Out, arguing the film stages how Black being is seen through, captured and rendered spectral by the racial gaze",abstract-only
postfeminism,Rosalind Gill,"Critique of postfeminist sensibility: a media culture that recodes feminist gains into individualized, choice-and-empowerment rhetoric compatible with neoliberalism","Hollywood, Reflexivity, and Barbarian: The Possibilities of Horror in the Wake of #MeToo",Emma Lynn,The Velvet Light Trap,"No. 95, Spring 2025",2025,https://doi.org/10.1353/vlt.00007,"Argues the horror film Barbarian uses reflexivity to critique Hollywood's gendered abuses, reading post-#MeToo horror as exceeding postfeminist individualism toward systemic critique",abstract-only
content moderation,Tarleton Gillespie,"Theory of platform governance: moderation is the essential, value-laden product of platforms, defining acceptable speech and shaping public discourse",How 'Cracker' Became 'Hate Speech': Content Moderation Logics and Right-Wing Mass Flagging on Twitch,Alexander Rudenshiold,The Velvet Light Trap,"No. 96, Fall 2025",2025,https://doi.org/10.1353/vlt.00014,"Argues that Twitch's content-moderation logics are weaponized by right-wing mass-flagging campaigns, showing how governance infrastructures can be turned to reactionary ends",abstract-only
self-representation / visibility,Alice Marwick & danah boyd,"Theory of networked self-presentation and 'context collapse': users perform calibrated, platform-legible selves for imagined audiences",Performing Positive Energy: Mediated Self-Representation of Chinese Migrant Workers on Douyin,Suchen Ding,The Velvet Light Trap,"No. 96, Fall 2025",2025,https://doi.org/10.1353/vlt.00015,"Argues Chinese migrant workers perform state-sanctioned 'positive energy' selves on Douyin, negotiating visibility within platform and ideological constraints",abstract-only
livability,Judith Butler,"Concept of the livable life: the social and material conditions (recognition, care, infrastructure) that make a life grievable and worth living, especially for precarious populations",Trans+ Livability Politics: Euphoria's Mundane Spaces as Material Care,Petra Totten,The Velvet Light Trap,"No. 96, Fall 2025",2025,https://doi.org/10.1353/vlt.00016,"Reads Euphoria's mundane spaces as sites of material care, arguing the show stages a trans+ politics of livability grounded in everyday infrastructures of survival",abstract-only
