Part,MajorNo,Major,Sub,Theory,Theorists,OldMajor,Source
Family,3,보웬 세대간 가족이론 (Bowenian Multigenerational Theory),C. 세대간 양가성·연대 (Intergenerational Ambivalence & Solidarity),Intergenerational Ambivalence,Karen Fingerman,X. Theoretical Frameworks (UUU. Family & Theory),CSV
Family,10,"탈식민·초국가·교차성 가족이론 (Decolonial, Transnational & Intersectional)",B. 교차성·서사적 가족치료 (Intersectionality & Narrative),Family Microaggressions,Derald Wing Sue (applied to family),X. Theoretical Frameworks (VVV. Family & Theory),CSV
Family,11,가족치료 실천 모델 (Family Therapy Practice Models),B. 서사·이야기 치료 (Narrative & Storytelling Therapy),Family Storytelling (Therapy),Monica McGoldrick,X. Theoretical Frameworks (WWW. Family & Theory),CSV
Family,14,디지털 시대 가족·여가 (Digital Age Family & Leisure),C. 가족 여가 (Family Leisure),Family Leisure Theory,Fredrick M. Loomis,X. Theoretical Frameworks (XXX. Family & Theory),CSV
Family,5,"결혼·친밀성·짝짓기 이론 (Marriage, Intimacy & Mating)",C. 가족 정체성·의례 (Family Identity & Rituals),Family Meaning-Making,Froma Walsh,X. Theoretical Frameworks (YYY. Family & Theory),CSV
Family,11,가족치료 실천 모델 (Family Therapy Practice Models),C. 가족생활교육·강점 (Family Life Education & Strengths),Family Strengths Perspective,Nick Stinnett,X. Theoretical Frameworks (ZZZ. Family & Theory),CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Psychosexual Development Theory,Sigmund Freud,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,"Id, Ego, Superego (Psychology)",Sigmund Freud,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Defense Mechanisms,Anna Freud,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Analytical Psychology (Individual),Carl Jung,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Individual Psychology (Adler),Alfred Adler,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Classical Conditioning,Ivan Pavlov,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Operant Conditioning,B.F. Skinner,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Social Learning Theory (Psychology),Albert Bandura,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Hierarchy of Needs,Abraham Maslow,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Person-Centered Therapy / Actualizing Tendency,Carl Rogers,I. Classical Psychological Traditions,CSV
Psychology,1,Psychoanalytic & Psychodynamic,A. Classical Psychoanalysis,Existential Therapy,"Rollo May, Viktor Frankl",I. Classical Psychological Traditions,CSV
Psychology,2,Cognitive,A. Social-Cognitive Theory,Cognitive Dissonance Theory (Psychology),Leon Festinger,II. Cognitive & Social-Cognitive Theories,CSV
Psychology,2,Cognitive,A. Social-Cognitive Theory,Schema Theory (Cognition),"Frederic Bartlett, Aaron Beck",II. Cognitive,CSV
Psychology,2,Cognitive,A. Social-Cognitive Theory,Attribution Theory,"Fritz Heider, Bernard Weiner",II. Cognitive,CSV
Psychology,2,Cognitive,A. Social-Cognitive Theory,Self-Efficacy Theory,Albert Bandura,II. Cognitive,CSV
Psychology,2,Cognitive,A. Social-Cognitive Theory,Locus of Control,Julian Rotter,II. Cognitive,CSV
Psychology,2,Cognitive,A. Social-Cognitive Theory,Fundamental Attribution Error,Lee Ross,II. Cognitive,CSV
Psychology,2,Cognitive,A. Social-Cognitive Theory,Self-Serving Bias,N/A (Common cognitive bias),II. Cognitive,CSV
Psychology,2,Cognitive,A. Social-Cognitive Theory,Confirmation Bias,Peter Wason,II. Cognitive,CSV
Psychology,4,Developmental,A. Cognitive & Moral Development,Cognitive Development Theory (Piaget),Jean Piaget,III. Developmental Psychology Theories,CSV
Psychology,4,Developmental,A. Cognitive & Moral Development,Sociocultural Theory (Development),Lev Vygotsky,III. Developmental Psychology Theories,CSV
Psychology,4,Developmental,A. Cognitive & Moral Development,Psychosocial Development Theory,Erik Erikson,III. Developmental Psychology Theories,CSV
Psychology,4,Developmental,A. Cognitive & Moral Development,Moral Development Theory (Kohlberg),Lawrence Kohlberg,III. Developmental Psychology Theories,CSV
Psychology,4,Developmental,A. Cognitive & Moral Development,Attachment Theory (Individual),"John Bowlby, Mary Ainsworth",III. Developmental Psychology Theories,CSV
Psychology,4,Developmental,A. Cognitive & Moral Development,Social Referencing,Mary Klinnert,III. Developmental Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Social Identity Theory,Henri Tajfel & John Turner,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Social Comparison Theory,Leon Festinger,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Conformity (Psychology),Solomon Asch,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Obedience to Authority,Stanley Milgram,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Groupthink (Psychology),Irving L. Janis,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Social Penetration Theory,Irwin Altman & Dalmas Taylor,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Social Exchange Theory (Relationships),John Thibaut & Harold Kelley,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Equity Theory (Relationships),J. Stacy Adams,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Interdependence Theory,Harold Kelley & John Thibaut,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Realistic Conflict Theory,Muzafer Sherif,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Social Learning Theory of Prejudice,Albert Bandura (applied to prejudice),IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Bystander Effect,Bibb Latané & John Darley,IV. Social Psychology Theories,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Empathy-Altruism Hypothesis,C. Daniel Batson,IV. Social Psychology Theories,CSV
Psychology,5,Personality,A. Trait Theories,Five-Factor Model (Big Five),Costa & McCrae,V. Personality Theories,CSV
Psychology,5,Personality,A. Trait Theories,Trait Theory (General),"Gordon Allport, Raymond Cattell",V. Personality Theories,CSV
Psychology,5,Personality,A. Trait Theories,Ego Psychology,"Heinz Hartmann, Erik Erikson",V. Personality Theories,CSV
Psychology,5,Personality,A. Trait Theories,Object Relations Theory (Individual),"Melanie Klein, D.W. Winnicott",V. Personality Theories,CSV
Psychology,5,Personality,A. Trait Theories,Self-Actualization (Psychology),"Carl Rogers, Abraham Maslow",V. Personality Theories,CSV
Psychology,5,Personality,A. Trait Theories,Meaning-Making Theory (Psychology),Viktor Frankl,V. Personality Theories,CSV
Psychology,7,Clinical & Psychopathology,A. Models of Psychopathology,Diathesis-Stress Model,Paul Meehl,VI. Abnormal Psychology & Clinical Theories,CSV
Psychology,7,Clinical & Psychopathology,A. Models of Psychopathology,Biopsychosocial Model,George L. Engel,VI. Abnormal Psychology,CSV
Psychology,7,Clinical & Psychopathology,A. Models of Psychopathology,Cognitive Behavioral Therapy (CBT),"Aaron Beck, Albert Ellis",VI. Abnormal Psychology,CSV
Psychology,7,Clinical & Psychopathology,A. Models of Psychopathology,Dialectical Behavior Therapy (DBT),Marsha M. Linehan,VI. Abnormal Psychology,CSV
Psychology,7,Clinical & Psychopathology,A. Models of Psychopathology,Psychodynamic Therapy,"Otto Kernberg, Nancy McWilliams",VI. Abnormal Psychology,CSV
Psychology,7,Clinical & Psychopathology,A. Models of Psychopathology,Family Systems Therapy (Clinical),"Murray Bowen, Virginia Satir",VI. Abnormal Psychology,CSV
Psychology,7,Clinical & Psychopathology,A. Models of Psychopathology,Learned Helplessness Theory,Martin Seligman,VI. Abnormal Psychology,CSV
Psychology,9,Positive Psychology,A. Well-being Models,PERMA Model of Well-being,Martin Seligman,VII. Positive Psychology Theories,CSV
Psychology,9,Positive Psychology,A. Well-being Models,Flow Theory,Mihaly Csikszentmihalyi,VII. Positive Psychology Theories,CSV
Psychology,9,Positive Psychology,A. Well-being Models,Character Strengths and Virtues,Christopher Peterson & Martin Seligman,VII. Positive Psychology Theories,CSV
Psychology,3,Cognitive Science & Neuroscience,A. Cognitive Science,Dual Process Theory (Cognition),"Daniel Kahneman, Amos Tversky",VIII. Cognitive Science & Neuroscience (Psychology),CSV
Psychology,3,Cognitive Science & Neuroscience,A. Cognitive Science,Theory of Mind,Simon Baron-Cohen,VIII. Cognitive Science,CSV
Psychology,3,Cognitive Science & Neuroscience,A. Cognitive Science,Embodied Cognition (Psychology),"George Lakoff, Mark Johnson",VIII. Cognitive Science,CSV
Psychology,3,Cognitive Science & Neuroscience,A. Cognitive Science,Neuroplasticity,Donald Hebb,VIII. Cognitive Science,CSV
Psychology,3,Cognitive Science & Neuroscience,A. Cognitive Science,Affective Neuroscience,Jaak Panksepp,VIII. Cognitive Science,CSV
Psychology,14,Relationship & Interpersonal,C. Communication & Maintenance,Self-Disclosure Theory,Sidney Jourard,IX. Relationship & Interpersonal Theories (Advanced),CSV
Psychology,14,Relationship & Interpersonal,A. Love & Attachment,Social Support Theory (Individual),Sidney Cobb,IX. Relationship,CSV
Psychology,14,Relationship & Interpersonal,A. Love & Attachment,Gottman's Sound Relationship House,John Gottman,IX. Relationship,CSV
Psychology,14,Relationship & Interpersonal,A. Love & Attachment,Conflict Styles (Relationships),"Kenneth Thomas, Ralph Kilmann",IX. Relationship,CSV
Psychology,14,Relationship & Interpersonal,A. Love & Attachment,Triangular Theory of Love,Robert Sternberg,IX. Relationship,CSV
Psychology,14,Relationship & Interpersonal,A. Love & Attachment,Social Exchange Theory of Attraction,N/A (Application of Social Exchange Theory),IX. Relationship,CSV
Psychology,14,Relationship & Interpersonal,A. Love & Attachment,Matching Hypothesis (Relationships),Elaine Hatfield,IX. Relationship,CSV
Psychology,11,"Critical, Cultural & Environmental",A. Critical & Health Belief,Critical Psychology,Thomas Teo,X. Critical & Applied Psychological Theories,CSV
Psychology,11,"Critical, Cultural & Environmental",A. Critical & Health Belief,Mad Studies (Psychology),"Jasna Russo, Peter Beresford",X. Critical,CSV
Psychology,11,"Critical, Cultural & Environmental",A. Critical & Health Belief,Health Belief Model,"Godfrey Hochbaum, Stephen Kegels",X. Critical,CSV
Psychology,11,"Critical, Cultural & Environmental",A. Critical & Health Belief,Theory of Planned Behavior,Icek Ajzen,X. Critical,CSV
Psychology,11,"Critical, Cultural & Environmental",A. Critical & Health Belief,Environmental Psychology,Roger Barker,X. Critical,CSV
Psychology,11,"Critical, Cultural & Environmental",A. Critical & Health Belief,Place Attachment Theory,Irwin Altman,X. Critical,CSV
Psychology,13,Emerging & Contemporary,B. Applied & Specialized,Positive Youth Development,Richard M. Lerner,XI. Emerging & Specialized Psychological Theories,CSV
Psychology,13,Emerging & Contemporary,A. Digital & Cyberpsychology,Cultural Psychology,"Richard Shweder, Hazel Rose Markus",XI. Emerging,CSV
Psychology,13,Emerging & Contemporary,A. Digital & Cyberpsychology,Social Neuroscience,"John Cacioppo, Gary Berntson",XI. Emerging,CSV
Psychology,13,Emerging & Contemporary,A. Digital & Cyberpsychology,Evolutionary Psychology,"David Buss, Leda Cosmides, John Tooby",XI. Emerging,CSV
Psychology,13,Emerging & Contemporary,A. Digital & Cyberpsychology,Cyberpsychology,John Suler,XI. Emerging,CSV
Psychology,13,Emerging & Contemporary,A. Digital & Cyberpsychology,Self-Determination Theory,Edward L. Deci & Richard M. Ryan,XI. Emerging,CSV
Psychology,13,Emerging & Contemporary,A. Digital & Cyberpsychology,Broaden-and-Build Theory of Positive Emotions,Barbara L. Fredrickson,XI. Emerging,CSV
Psychology,1,Psychoanalytic & Psychodynamic,C. Psychodynamic Therapy,Transference-Focused Psychotherapy (TFP),Otto F. Kernberg,XII. Counseling & Therapeutic Theories (Specific),CSV
Psychology,8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Relational Psychoanalysis,Stephen A. Mitchell,XII. Counseling,CSV
Psychology,8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Rational Emotive Behavior Therapy (REBT),Albert Ellis,XII. Counseling,CSV
Psychology,8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Schema Therapy,Jeffrey Young,XII. Counseling,CSV
Psychology,8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Gestalt Therapy,Fritz Perls,XII. Counseling,CSV
Psychology,8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Existential-Humanistic Therapy,James Bugental,XII. Counseling,CSV
Psychology,8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Solution-Focused Brief Therapy (SFBT),"Steve de Shazer, Insoo Kim Berg",XII. Counseling,CSV
Psychology,8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Narrative Therapy (Psychology),"Michael White, David Epston",XII. Counseling,CSV
Psychology,8,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,Milan Systemic Family Therapy (Individual),Mara Selvini Palazzoli (applied to individual),XII. Counseling,CSV
Psychology,6,Social Psychology,A. Identity & Intergroup,Social Impact Theory,Bibb Latané,XIII. Social Psychology (Advanced),CSV
Psychology,6,Social Psychology,B. Attitudes & Persuasion,Reactance Theory,Jack Brehm,XIII. Social Psychology,CSV
Psychology,6,Social Psychology,B. Attitudes & Persuasion,Elaboration Likelihood Model (ELM),Richard E. Petty & John Cacioppo,XIII. Social Psychology,CSV
Psychology,6,Social Psychology,B. Attitudes & Persuasion,Cognitive Consistency Theory,Fritz Heider,XIII. Social Psychology,CSV
Psychology,6,Social Psychology,B. Attitudes & Persuasion,Self-Verification Theory,William Swann Jr.,XIII. Social Psychology,CSV
Psychology,6,Social Psychology,B. Attitudes & Persuasion,Possible Selves Theory,Hazel Markus & Paula Nurius,XIII. Social Psychology,CSV
Psychology,6,Social Psychology,B. Attitudes & Persuasion,Social Categorization Theory,John Turner,XIII. Social Psychology,CSV
