film_title,film_year,film_wikidata,tmdb_id,n_director_refs,director_slugs,rep_types,source
Dil To Pagal Hai,1997,,,0,,,film_lineage
Kuch Kuch Hota Hai,1998,,,0,,,film_lineage
Hum Dil De Chuke Sanam,1999,,,0,,,film_lineage
Kaho Naa... Pyaar Hai,2000,,,0,,,film_lineage
Lagaan,2001,,,0,,,film_lineage
Devdas,2002,,,0,,,film_lineage
Koi... Mil Gaya,2003,,,0,,,film_lineage
Veer-Zaara,2004,,,0,,,film_lineage
Black,2005,,,0,,,film_lineage
Rang De Basanti,2006,,,0,,,film_lineage
Taare Zameen Par,2007,,,0,,,film_lineage
Jodhaa Akbar,2008,,,0,,,film_lineage
3 Idiots,2009,,,0,,,film_lineage
Dabangg,2010,,,0,,,film_lineage
Zindagi Na Milegi Dobara,2011,,,0,,,film_lineage
Barfi!,2012,,,0,,,film_lineage
Bhaag Milkha Bhaag,2013,,,0,,,film_lineage
Queen,2014,,,0,,,film_lineage
Bajirao Mastani,2015,,,0,,,film_lineage
Dangal,2016,,,0,,,film_lineage
Hindi Medium,2017,,,0,,,film_lineage
Raazi,2018,,,0,,,film_lineage
Gully Boy,2019,,,0,,,film_lineage
Thappad,2020,,,0,,,film_lineage
Shershaah,2021,,,0,,,film_lineage
Gangubai Kathiawadi,2022,,,0,,,film_lineage
12th Fail,2023,,,0,,,film_lineage
Laapataa Ladies,2024,,,0,,,film_lineage
The Scarecrow,1984,,,0,,,film_lineage
The Flight in the Night,1986,,,0,,,film_lineage
Eye of the Hurricane,1988,,,0,,,film_lineage
The Immigrant,1989,,,0,,,film_lineage
Apartment No.13,1990,,,0,,,film_lineage
The Need,1991,,,0,,,film_lineage
From Karkheh to Rhein,1992,,,0,,,film_lineage
The Fateful Day,1994,,,0,,,film_lineage
The Father,1995,,,0,,,film_lineage
Children of Heaven,1996,,,0,,,film_lineage
The Glass Agency,1997,,,0,,,film_lineage
Heeva,1998,,,0,,,film_lineage
"Smell of Camphor, Scent of Jasmine",1999,,,0,,,film_lineage
Baran,2000,,,0,,,film_lineage
A House Built on Water,2001,,,0,,,film_lineage
The Insane Flew Away,2002,,,0,,,film_lineage
Mum's Guest,2003,,,0,,,film_lineage
So Close So Far,2004,,,0,,,film_lineage
In the Name of the Father,2005,,,0,,,film_lineage
The Third Day,2006,,,0,,,film_lineage
As Simple as That,2007,,,0,,,film_lineage
Doubt,2008,,,0,,,film_lineage
In Amethyst Color,2009,,,0,,,film_lineage
Crime,2010,,,0,,,film_lineage
Give Back,2012,,,0,,,film_lineage
Hussein Who Said No,2013,,,0,,,film_lineage
Crazy Rook,2014,,,0,,,film_lineage
Standing in the Dust,2015,,,0,,,film_lineage
Midday Adventures,2016,,,0,,,film_lineage
The Lost Strait,2017,,,0,,,film_lineage
When the Moon Was Full,2018,,,0,,,film_lineage
The Sun,2019,,,0,,,film_lineage
Yadoo,2020,,,0,,,film_lineage
The Situation of Mehdi,2021,,,0,,,film_lineage
Metropol Cinema,2022,,,0,,,film_lineage
Majnoon,2023,,,0,,,film_lineage
Los sonambulos,2019,,,0,,,film_lineage
El Angel,2018,,,0,,,film_lineage
La luz incidente,2016,,,0,,,film_lineage
El patron: radiografia de un crimen,2015,,,0,,,film_lineage
Refugiado,2014,,,0,,,film_lineage
Wakolda,2013,,,0,,,film_lineage
Infancia clandestina,2012,,,0,,,film_lineage
Las acacias,2011,,,0,,,film_lineage
Carancho,2010,,,0,,,film_lineage
El secreto de sus ojos,2009,,,0,,,film_lineage
Aniceto,2008,,,0,,,film_lineage
XXY,2007,,,0,,,film_lineage
Cronica de una fuga,2006,,,0,,,film_lineage
El aura,2005,,,0,,,film_lineage
Roma,2004,,,0,,,film_lineage
Valentin,2002,,,0,,,film_lineage
Historias minimas,2002,,,0,,,film_lineage
El hijo de la novia,2001,,,0,,,film_lineage
Nueve reinas,2000,,,0,,,film_lineage
"El mismo amor, la misma lluvia",1999,,,0,,,film_lineage
"Pizza, birra, faso",1998,,,0,,,film_lineage
Buenos Aires Vice Versa,1996,,,0,,,film_lineage
Sol de otono,1996,,,0,,,film_lineage
Casas de fuego,1995,,,0,,,film_lineage
Cortazar,1994,,,0,,,film_lineage
"Gatica, el mono",1993,,,0,,,film_lineage
Un lugar en el mundo,1992,,,0,,,film_lineage
Despues de la tormenta,1991,,,0,,,film_lineage
Ultimas imagenes del naufragio,1989,,,0,,,film_lineage
La ciudad oculta,1989,,,0,,,film_lineage
Veronico Cruz: La deuda interna,1988,,,0,,,film_lineage
Hombre mirando al sudeste,1986,,,0,,,film_lineage
El exilio de Gardel (Tangos),1986,,,0,,,film_lineage
La historia oficial,1985,,,0,,,film_lineage
Darse cuenta,1984,,,0,,,film_lineage
Plata dulce,1982,,,0,,,film_lineage
Tiempo de revancha,1981,,,0,,,film_lineage
El infierno tan temido,1980,,,0,,,film_lineage
Juan Moreira,1973,,,0,,,film_lineage
Las Venganzas de Beto Sanchez,1973,,,0,,,film_lineage
La maffia,1972,,,0,,,film_lineage
Nosotros los monos,1971,,,0,,,film_lineage
La valija,1971,,,0,,,film_lineage
Juan Lamaglia y senora,1970,,,0,,,film_lineage
Don Segundo Sombra,1969,,,0,,,film_lineage
Martin Fierro,1968,,,0,,,film_lineage
El Romance del Aniceto y la Francisca,1967,,,0,,,film_lineage
Del brazo y por la calle,1966,,,0,,,film_lineage
Cronica de un nino solo,1965,,,0,,,film_lineage
Los evadidos,1964,,,0,,,film_lineage
Paula cautiva,1963,,,0,,,film_lineage
Los Jovenes viejos,1962,,,0,,,film_lineage
Alias Gardelito,1961,,,0,,,film_lineage
Shunko,1960,,,0,,,film_lineage
La caida,1959,,,0,,,film_lineage
El jefe,1958,,,0,,,film_lineage
Los tallos amargos,1956,,,0,,,film_lineage
La Quintrala,1955,,,0,,,film_lineage
Barrio gris,1954,,,0,,,film_lineage
Caballito criollo,1953,,,0,,,film_lineage
Las aguas bajan turbias,1952,,,0,,,film_lineage
Los isleros,1951,,,0,,,film_lineage
Escuela de campeones,1950,,,0,,,film_lineage
Almafuerte,1949,,,0,,,film_lineage
Dios se lo pague,1948,,,0,,,film_lineage
Albeniz,1947,,,0,,,film_lineage
Celos,1946,,,0,,,film_lineage
La dama duende,1945,,,0,,,film_lineage
Su mejor alumno,1944,,,0,,,film_lineage
Juvenilia,1943,,,0,,,film_lineage
La guerra gaucha,1942,,,0,,,film_lineage
Jack and Jill: A Postscript,1969,,,0,,,film_lineage
Three to Go: Michael,1970,,,0,,,film_lineage
Homesdale,1971,,,0,,,film_lineage
Stork,1972,,,0,,,film_lineage
27A,1973,,,0,,,film_lineage
Libido: The Child,1973,,,0,,,film_lineage
Sunday Too Far Away,1975,,,0,,,film_lineage
The Devil's Playground,1976,,,0,,,film_lineage
Storm Boy,1977,,,0,,,film_lineage
Newsfront,1978,,,0,,,film_lineage
My Brilliant Career,1979,,,0,,,film_lineage
Breaker Morant,1980,,,0,,,film_lineage
Gallipoli,1981,,,0,,,film_lineage
Lonely Hearts,1982,,,0,,,film_lineage
Careful He Might Hear You,1983,,,0,,,film_lineage
Annie's Coming Out,1984,,,0,,,film_lineage
Bliss,1985,,,0,,,film_lineage
Malcolm,1986,,,0,,,film_lineage
The Year My Voice Broke,1987,,,0,,,film_lineage
The Navigator: A Medieval Odyssey,1988,,,0,,,film_lineage
Evil Angels,1989,,,0,,,film_lineage
Flirting,1990,,,0,,,film_lineage
Proof,1991,,,0,,,film_lineage
Muriel's Wedding,1994,,,0,,,film_lineage
Angel Baby,1995,,,0,,,film_lineage
Kiss or Kill,1997,,,0,,,film_lineage
The Interview,1998,,,0,,,film_lineage
Two Hands,1999,,,0,,,film_lineage
Looking for Alibrandi,2000,,,0,,,film_lineage
Lantana,2001,,,0,,,film_lineage
Rabbit-Proof Fence,2002,,,0,,,film_lineage
Japanese Story,2003,,,0,,,film_lineage
Somersault,2004,,,0,,,film_lineage
Look Both Ways,2005,,,0,,,film_lineage
Ten Canoes,2006,,,0,,,film_lineage
Romulus My Father,2007,,,0,,,film_lineage
The Black Balloon,2008,,,0,,,film_lineage
Samson and Delilah,2009,,,0,,,film_lineage
Animal Kingdom,2010,,,0,,,film_lineage
Red Dog,2011,,,0,,,film_lineage
The Sapphires,2012,,,0,,,film_lineage
The Great Gatsby,2013,,,0,,,film_lineage
Hacksaw Ridge,2016,,,0,,,film_lineage
Lion,2017,,,0,,,film_lineage
Sweet Country,2018,,,0,,,film_lineage
The Nightingale,2019,,,0,,,film_lineage
Babyteeth,2020,,,0,,,film_lineage
Elvis,2022,,,0,,,film_lineage
Talk to Me,2023,,,0,,,film_lineage
Better Man,2024,,,0,,,film_lineage
The Loon's Necklace,1948,,,0,,,film_lineage
Newfoundland Scene,1951,,,0,,,film_lineage
Tit-Coq,1952,,,0,,,film_lineage
The Seasons,1953,,,0,,,film_lineage
The Stratford Adventure,1954,,,0,,,film_lineage
City of Gold,1957,,,0,,,film_lineage
Universe,1960,,,0,,,film_lineage
Lonely Boy,1962,,,0,,,film_lineage
Pour la suite du monde,1963,,,0,,,film_lineage
The Mills of the Gods: Viet Nam,1965,,,0,,,film_lineage
Warrendale,1966,,,0,,,film_lineage
A Place to Stand,1967,,,0,,,film_lineage
The Best Damn Fiddler from Calabogie to Kaladar,1968,,,0,,,film_lineage
To See Or Not to See (Psychocratie),1969,,,0,,,film_lineage
The Apprenticeship of Duddy Kravitz,1973,,,0,,,film_lineage
Orders (Les Ordres),1974,,,0,,,film_lineage
Lies My Father Told Me,1975,,,0,,,film_lineage
J.A. Martin Photographer (J.A. Martin photographe),1976,,,0,,,film_lineage
The Silent Partner,1977,,,0,,,film_lineage
The Changeling,1979,,,0,,,film_lineage
Good Riddance (Les Bons debarras),1980,,,0,,,film_lineage
Ticket to Heaven,1981,,,0,,,film_lineage
The Grey Fox,1982,,,0,,,film_lineage
The Terry Fox Story,1983,,,0,,,film_lineage
The Bay Boy,1984,,,0,,,film_lineage
My American Cousin,1985,,,0,,,film_lineage
The Decline of the American Empire (Le Declin de l'empire americain),1986,,,0,,,film_lineage
Night Zoo (Un Zoo la nuit),1987,,,0,,,film_lineage
Jesus of Montreal (Jesus de Montreal),1989,,,0,,,film_lineage
Black Robe,1990,,,0,,,film_lineage
Naked Lunch,1991,,,0,,,film_lineage
Thirty Two Short Films About Glenn Gould,1992,,,0,,,film_lineage
Exotica,1993,,,0,,,film_lineage
The Confessional (Le Confessionnal),1994,,,0,,,film_lineage
Lilies (Les feluettes),1995,,,0,,,film_lineage
The Sweet Hereafter,1996,,,0,,,film_lineage
The Red Violin (Le Violon rouge),1997,,,0,,,film_lineage
Sunshine,1998,,,0,,,film_lineage
Maelstrom,1999,,,0,,,film_lineage
Atanarjuat: The Fast Runner,2000,,,0,,,film_lineage
Ararat,2001,,,0,,,film_lineage
The Barbarian Invasions (Les Invasions barbares),2002,,,0,,,film_lineage
The Triplets of Belleville (Les Triplettes de Belleville),2003,,,0,,,film_lineage
C.R.A.Z.Y.,2004,,,0,,,film_lineage
Bon Cop Bad Cop,2005,,,0,,,film_lineage
Passchendaele,2007,,,0,,,film_lineage
Polytechnique,2008,,,0,,,film_lineage
Incendies,2009,,,0,,,film_lineage
Monsieur Lazhar,2010,,,0,,,film_lineage
War Witch (Rebelle),2012,,,0,,,film_lineage
Gabrielle,2013,,,0,,,film_lineage
It's Only the End of the World (Juste la fin du monde),2016,,,0,,,film_lineage
Maudie,2017,,,0,,,film_lineage
A Colony (Une colonie),2018,,,0,,,film_lineage
Antigone,2019,,,0,,,film_lineage
Beans,2020,,,0,,,film_lineage
Scarborough,2021,,,0,,,film_lineage
Brother,2022,,,0,,,film_lineage
BlackBerry,2023,,,0,,,film_lineage
Nirvanna the Band the Show the Movie,2025,,,0,,,film_lineage
The Cold Summer of 1953,1988,,,0,,,film_lineage
Ashik Kerib,1988,,,0,,,film_lineage
The Asthenic Syndrome,1989,,,0,,,film_lineage
Promised Heaven,1991,,,0,,,film_lineage
Encore Once More Encore,1992,,,0,,,film_lineage
Makarov,1993,,,0,,,film_lineage
Passions,1994,,,0,,,film_lineage
Peculiarities of the National Hunt,1995,,,0,,,film_lineage
The Thief,1997,,,0,,,film_lineage
Of Freaks and Men,1998,,,0,,,film_lineage
Khrustalyov My Car,1998,,,0,,,film_lineage
His Wife's Diary,2000,,,0,,,film_lineage
Taurus,2001,,,0,,,film_lineage
The Cuckoo,2002,,,0,,,film_lineage
Our Own,2004,,,0,,,film_lineage
The 9th Company,2005,,,0,,,film_lineage
The Island,2006,,,0,,,film_lineage
Mongol,2007,,,0,,,film_lineage
Hipsters,2008,,,0,,,film_lineage
Room and a Half,2009,,,0,,,film_lineage
The Edge,2010,,,0,,,film_lineage
Once Upon a Time There Lived a Simple Woman,2011,,,0,,,film_lineage
The Geographer Drank His Globe Away,2013,,,0,,,film_lineage
Hard to Be a God,2013,,,0,,,film_lineage
My Good Hans,2015,,,0,,,film_lineage
Paradise,2016,,,0,,,film_lineage
Arrhythmia,2017,,,0,,,film_lineage
Anna's War,2018,,,0,,,film_lineage
A Frenchman,2019,,,0,,,film_lineage
Dear Comrades,2020,,,0,,,film_lineage
The Righteous,2023,,,0,,,film_lineage
72 Meters,2004,,,0,,,film_lineage
12,2007,,,0,,,film_lineage
Wild Field,2008,,,0,,,film_lineage
Stilyagi,2008,,,0,,,film_lineage
How I Ended This Summer,2010,,,0,,,film_lineage
Elena,2011,,,0,,,film_lineage
White Tiger,2012,,,0,,,film_lineage
Legend No. 17,2013,,,0,,,film_lineage
Sunstroke,2014,,,0,,,film_lineage
About Love,2015,,,0,,,film_lineage
Salyut 7,2017,,,0,,,film_lineage
Text,2019,,,0,,,film_lineage
A Siege Diary,2020,,,0,,,film_lineage
The Silver Skates,2020,,,0,,,film_lineage
Champion of the World,2021,,,0,,,film_lineage
Three Minutes of Silence,2023,,,0,,,film_lineage
Air,2023,,,0,,,film_lineage
Evening Rain,1980,,,0,,,film_lineage
Legend of Tianyun Mountain,1980,,,0,,,film_lineage
Neighbor,1981,,,0,,,film_lineage
At Middle Age,1982,,,0,,,film_lineage
Rickshaw Boy,1982,,,0,,,film_lineage
Voice From Hometown,1983,,,0,,,film_lineage
The Girl in Red,1985,,,0,,,film_lineage
In the Wild Mountains,1985,,,0,,,film_lineage
Hibiscus Town,1986,,,0,,,film_lineage
Dr. Sun Yat-sen,1986,,,0,,,film_lineage
Old Well,1987,,,0,,,film_lineage
The Birth of New China,1989,,,0,,,film_lineage
Jiao Yulu,1990,,,0,,,film_lineage
Decisive Engagement The Liaoxi-Shenyang Campaign,1991,,,0,,,film_lineage
Country Teachers,1993,,,0,,,film_lineage
The Accused Uncle Shangang,1994,,,0,,,film_lineage
Red Cherry,1995,,,0,,,film_lineage
The Opium War,1997,,,0,,,film_lineage
Settlement,1997,,,0,,,film_lineage
Postmen in the Mountains,1999,,,0,,,film_lineage
Fatal Decision,2000,,,0,,,film_lineage
Roaring Across the Horizon,1999,,,0,,,film_lineage
The Road Home,1999,,,0,,,film_lineage
Mao Zedong in 1925,2001,,,0,,,film_lineage
Pretty Big Feet,2002,,,0,,,film_lineage
Charging Out Amazon,2002,,,0,,,film_lineage
The River Wild,2003,,,0,,,film_lineage
Nuan,2003,,,0,,,film_lineage
Shanghai Story,2004,,,0,,,film_lineage
On the Mountain of Tai Hang,2005,,,0,,,film_lineage
Kekexili Mountain Patrol,2004,,,0,,,film_lineage
The Knot,2006,,,0,,,film_lineage
Assembly,2007,,,0,,,film_lineage
Forever Enthralled,2008,,,0,,,film_lineage
The Space Dream,2011,,,0,,,film_lineage
The Story of Zhou Enlai,2013,,,0,,,film_lineage
American Dreams in China,2013,,,0,,,film_lineage
Wolf Totem,2015,,,0,,,film_lineage
Operation Mekong,2016,,,0,,,film_lineage
The Wandering Earth,2019,,,0,,,film_lineage
Leap,2020,,,0,,,film_lineage
Island Keeper,2021,,,0,,,film_lineage
The Battle at Lake Changjin,2021,,,0,,,film_lineage
Creation of the Gods I Kingdom of Storms,2023,,,0,,,film_lineage
Article 20,2024,,,0,,,film_lineage
Her Story,2024,,,0,,,film_lineage
Two Times Lotte,1950,,,0,,,film_lineage
Nights on the Road,1952,,,0,,,film_lineage
No Way Back,1953,,,0,,,film_lineage
Canaris,1954,,,0,,,film_lineage
The Captain from Koepenick,1956,,,0,,,film_lineage
The Devil Strikes at Night,1957,,,0,,,film_lineage
Arms and the Man,1958,,,0,,,film_lineage
The Bridge,1959,,,0,,,film_lineage
The Bread of Those Early Years,1962,,,0,,,film_lineage
The Endless Night,1963,,,0,,,film_lineage
The Lightship,1963,,,0,,,film_lineage
The River Line,1964,,,0,,,film_lineage
The House in Karp Lane,1965,,,0,,,film_lineage
Young Toerless,1966,,,0,,,film_lineage
Yesterday Girl,1966,,,0,,,film_lineage
Tattoo,1967,,,0,,,film_lineage
Malatesta,1970,,,0,,,film_lineage
First Love,1970,,,0,,,film_lineage
Lenz,1971,,,0,,,film_lineage
Trotta,1971,,,0,,,film_lineage
Ludwig Requiem for a Virgin King,1972,,,0,,,film_lineage
The Experts,1973,,,0,,,film_lineage
The Pedestrian,1973,,,0,,,film_lineage
Lina Braake,1975,,,0,,,film_lineage
Calm Prevails Over the Country,1975,,,0,,,film_lineage
Heinrich,1977,,,0,,,film_lineage
The Glass Cell,1978,,,0,,,film_lineage
The Last Years of Childhood,1979,,,0,,,film_lineage
A Lot of Bills to Pay,1981,,,0,,,film_lineage
Marianne and Juliane,1981,,,0,,,film_lineage
Where the Green Ants Dream,1984,,,0,,,film_lineage
Rosa Luxemburg,1986,,,0,,,film_lineage
Yasemin,1988,,,0,,,film_lineage
Last Exit to Brooklyn,1989,,,0,,,film_lineage
Malina,1991,,,0,,,film_lineage
Schtonk,1992,,,0,,,film_lineage
Kaspar Hauser,1993,,,0,,,film_lineage
Maybe Maybe Not,1994,,,0,,,film_lineage
Deathmaker,1995,,,0,,,film_lineage
Rossini,1997,,,0,,,film_lineage
The Harmonists,1997,,,0,,,film_lineage
Run Lola Run,1998,,,0,,,film_lineage
No Place to Go,2000,,,0,,,film_lineage
The State I Am In,2000,,,0,,,film_lineage
Nowhere in Africa,2001,,,0,,,film_lineage
Good Bye Lenin,2003,,,0,,,film_lineage
Go for Zucker,2004,,,0,,,film_lineage
Four Minutes,2006,,,0,,,film_lineage
John Rabe,2009,,,0,,,film_lineage
Vincent Wants to Sea,2010,,,0,,,film_lineage
Stopped on Track,2011,,,0,,,film_lineage
A Coffee in Berlin,2012,,,0,,,film_lineage
Home from Home,2013,,,0,,,film_lineage
Victoria,2015,,,0,,,film_lineage
The People vs. Fritz Bauer,2015,,,0,,,film_lineage
3 Days in Quiberon,2018,,,0,,,film_lineage
Gundermann,2018,,,0,,,film_lineage
System Crasher,2019,,,0,,,film_lineage
I'm Your Man,2021,,,0,,,film_lineage
Dear Thomas,2021,,,0,,,film_lineage
The Teachers' Lounge,2023,,,0,,,film_lineage
Dying,2024,,,0,,,film_lineage
September 5,2024,,,0,,,film_lineage
The Silence,1963,,,0,,,film_lineage
Swedish Wedding Night,1964,,,0,,,film_lineage
Heja Roland,1965,,,0,,,film_lineage
Hugo and Josephine,1967,,,0,,,film_lineage
The White Game,1968,,,0,,,film_lineage
A Swedish Love Story,1970,,,0,,,film_lineage
Mistreatment,1969,,,0,,,film_lineage
The Emigrants,1971,,,0,,,film_lineage
The Apple War,1971,,,0,,,film_lineage
A Handful of Love,1974,,,0,,,film_lineage
The Last Adventure,1974,,,0,,,film_lineage
Release the Prisoners to Spring,1975,,,0,,,film_lineage
The Man on the Roof,1976,,,0,,,film_lineage
The Adventures of Picasso,1978,,,0,,,film_lineage
A Respectable Life,1979,,,0,,,film_lineage
To Be a Millionaire,1980,,,0,,,film_lineage
Children's Island,1980,,,0,,,film_lineage
The Simple-Minded Murderer,1982,,,0,,,film_lineage
Beyond Sorrow Beyond Pain,1983,,,0,,,film_lineage
Katinka,1988,,,0,,,film_lineage
Back to Ararat,1988,,,0,,,film_lineage
The Miracle in Valby,1989,,,0,,,film_lineage
Good Evening Mr. Wallenberg,1990,,,0,,,film_lineage
Il Capitano A Swedish Requiem,1991,,,0,,,film_lineage
House of Angels,1992,,,0,,,film_lineage
The Slingshot,1993,,,0,,,film_lineage
A Pizza in Jordbro,1994,,,0,,,film_lineage
All Things Fair,1995,,,0,,,film_lineage
Hamsun,1996,,,0,,,film_lineage
Tic Tac,1997,,,0,,,film_lineage
Show Me Love,1998,,,0,,,film_lineage
Tsatsiki morsan och polisen,1999,,,0,,,film_lineage
As White as in Snow,2001,,,0,,,film_lineage
Lilya 4-ever,2002,,,0,,,film_lineage
Evil,2003,,,0,,,film_lineage
Dalecarlians,2004,,,0,,,film_lineage
Nina's Journey,2005,,,0,,,film_lineage
Kidz in da Hood,2006,,,0,,,film_lineage
Everlasting Moments,2008,,,0,,,film_lineage
The Girl with the Dragon Tattoo,2009,,,0,,,film_lineage
Sebbe,2010,,,0,,,film_lineage
She Monkeys,2011,,,0,,,film_lineage
Eat Sleep Die,2012,,,0,,,film_lineage
The Reunion,2013,,,0,,,film_lineage
The Here After,2015,,,0,,,film_lineage
The Giant,2016,,,0,,,film_lineage
The Nile Hilton Incident,2017,,,0,,,film_lineage
And Then We Danced,2019,,,0,,,film_lineage
Spring Uje spring,2020,,,0,,,film_lineage
Clara Sola,2021,,,0,,,film_lineage
Paradise Is Burning,2023,,,0,,,film_lineage
Crossing,2024,,,0,,,film_lineage
History of Cinema in Popielawy,1998,,,0,,,film_lineage
The Debt,1999,,,0,,,film_lineage
Life as a Fatal Sexually Transmitted Disease,2000,,,0,,,film_lineage
Hi Tereska,2001,,,0,,,film_lineage
Squint Your Eyes,2003,,,0,,,film_lineage
The Wedding,2004,,,0,,,film_lineage
The Collector,2005,,,0,,,film_lineage
Saviour Square,2006,,,0,,,film_lineage
Katyn,2007,,,0,,,film_lineage
33 Scenes from Life,2008,,,0,,,film_lineage
Reverse,2009,,,0,,,film_lineage
Essential Killing,2010,,,0,,,film_lineage
Rose,2011,,,0,,,film_lineage
Manhunt,2012,,,0,,,film_lineage
Gods,2014,,,0,,,film_lineage
Body,2015,,,0,,,film_lineage
Volhynia,2016,,,0,,,film_lineage
Silent Night,2017,,,0,,,film_lineage
Kill It and Leave This Town,2019,,,0,,,film_lineage
Quo Vadis Aida,2020,,,0,,,film_lineage
EO,2022,,,0,,,film_lineage
The Girl with the Needle,2024,,,0,,,film_lineage
Home Sweet Home,2025,,,0,,,film_lineage
Jenny and the Soldier,1947,,,0,,,film_lineage
The Viking Watch of the Danish Seaman,1948,,,0,,,film_lineage
Susanne,1950,,,0,,,film_lineage
Cafe Paradis,1950,,,0,,,film_lineage
Det Sande Ansigt,1951,,,0,,,film_lineage
Adam and Eve,1953,,,0,,,film_lineage
Farlig Ungdom,1953,,,0,,,film_lineage
Der kom en dag,1955,,,0,,,film_lineage
Pa tro og love,1955,,,0,,,film_lineage
Be Dear to Me,1957,,,0,,,film_lineage
Bundfald,1957,,,0,,,film_lineage
A Stranger Knocks,1959,,,0,,,film_lineage
Vi er allesammen tossede,1959,,,0,,,film_lineage
The Last Winter,1960,,,0,,,film_lineage
Harry and the Butler,1961,,,0,,,film_lineage
Weekend,1962,,,0,,,film_lineage
Street Without End,1964,,,0,,,film_lineage
Strike First Freddy,1965,,,0,,,film_lineage
Hunger,1966,,,0,,,film_lineage
People Meet and Sweet Music Fills the Heart,1967,,,0,,,film_lineage
Ballad of Carl-Henning,1969,,,0,,,film_lineage
Jazz All Around,1969,,,0,,,film_lineage
Ang. Lone,1970,,,0,,,film_lineage
The Missing Clerk,1971,,,0,,,film_lineage
The Escape,1973,,,0,,,film_lineage
