Part,Major Category,Sub Category,Theory Title,Theorist
Critics,I. Formalist & Text-Centric Approaches,B. Linguistic Formalism,Semiotics (Criticism),"Roland Barthes, Umberto Eco, Julia Kristeva"
Critics,I. Formalist & Text-Centric Approaches,B. Linguistic Formalism,Narratology (Criticism),"Gérard Genette, Seymour Chatman, Vladimir Propp"
Critics,II. Post-Structuralist & Deconstructive Approaches,A. Deconstruction,Deconstruction (Criticism),"Jacques Derrida, Paul de Man, J. Hillis Miller"
Critics,II. Post-Structuralist & A. Deconstruction,Différance (Criticism),Différance (Criticism),Jacques Derrida
Critics,II. Post-Structuralist & B. Author & Reader Reconsideration,Death of the Author (Criticism),Death of the Author (Criticism),Roland Barthes
Critics,II. Post-Structuralist & B. Author & Reader Reconsideration,Interpretive Communities (Criticism),Interpretive Communities (Criticism),Stanley Fish
Critics,II. Post-Structuralist & C. Postmodern Criticism,Postmodern Criticism,Postmodern Criticism,"Jean-François Lyotard, Fredric Jameson, Jacques Derrida"
Critics,III. Identity-Based & Political Approaches,A. Feminist Criticism,Feminist Criticism,"Elaine Showalter, Sandra Gilbert, Susan Gubar, Judith Butler"
Critics,III. Identity-Based & A. Feminist Criticism,Gynocriticism,Gynocriticism,Elaine Showalter
Critics,III. Identity-Based & A. Feminist Criticism,French Feminism (Criticism),French Feminism (Criticism),"Hélène Cixous, Luce Irigaray, Julia Kristeva"
Critics,III. Identity-Based & B. Queer Theory,Queer Theory (Criticism),Queer Theory (Criticism),"Judith Butler, Eve Kosofsky Sedgwick, Michel Foucault"
Critics,III. Identity-Based & B. Queer Theory,Homosocial Desire (Criticism),Homosocial Desire (Criticism),Eve Kosofsky Sedgwick
Critics,III. Identity-Based & B. Queer Theory,Camp (Criticism),Camp (Criticism),Susan Sontag
Critics,III. Identity-Based & C. Critical Race & Postcolonial Criticism,Critical Race Theory (Criticism),Critical Race Theory (Criticism),"Toni Morrison (literary application), bell hooks, Kimberlé Crenshaw"
Critics,III. Identity-Based & C. Critical Race & Postcolonial Criticism,Postcolonial Criticism,Postcolonial Criticism,"Edward Said, Homi K. Bhabha, Gayatri Chakravorty Spivak"
Critics,III. Identity-Based & C. Critical Race & Postcolonial Criticism,Orientalism (Criticism),Orientalism (Criticism),Edward Said
Critics,III. Identity-Based & C. Critical Race & Postcolonial Criticism,Subaltern Studies (Criticism),Subaltern Studies (Criticism),Gayatri Chakravorty Spivak
Critics,III. Identity-Based & D. Disability Studies,Disability Studies (Criticism),Disability Studies (Criticism),"Lennard J. Davis, Rosemarie Garland-Thomson"
Critics,III. Identity-Based & D. Disability Studies,Narrative Prosthesis (Criticism),Narrative Prosthesis (Criticism),David T. Mitchell & Sharon L. Snyder
Critics,IV. Psychoanalytic & Psychological Approaches,A. Freudian Psychoanalysis,Psychoanalytic Criticism (Freudian),"Sigmund Freud (applied to literature), Jacques Lacan"
Critics,IV. Psychoanalytic & A. Freudian Psychoanalysis,The Uncanny (Criticism),The Uncanny (Criticism),Sigmund Freud
Critics,IV. Psychoanalytic & B. Lacanian Psychoanalysis,Lacanian Criticism,Lacanian Criticism,"Jacques Lacan (applied to literature), Slavoj Žižek"
Critics,IV. Psychoanalytic & B. Lacanian Psychoanalysis,The Gaze (Criticism),The Gaze (Criticism),"Jacques Lacan, Laura Mulvey (cinema)"
Critics,IV. Psychoanalytic & C. Jungian & Archetypal,Archetypal Criticism,Archetypal Criticism,"Carl Jung (applied to literature), Northrop Frye, Joseph Campbell"
Critics,IV. Psychoanalytic & C. Jungian & Archetypal,Myth Criticism,Myth Criticism,"Northrop Frye, Joseph Campbell"
Critics,V. Historical & Sociological Approaches,A. New Historicism,New Historicism,"Stephen Greenblatt, Louis Montrose"
Critics,V. Historical & A. New Historicism,Cultural Materialism (Criticism),Cultural Materialism (Criticism),Raymond Williams
Critics,V. Historical & B. Marxist Criticism,Marxist Criticism,Marxist Criticism,"Karl Marx (applied to criticism), Georg Lukács, Terry Eagleton"
Critics,V. Historical & B. Marxist Criticism,Ideology (Criticism),Ideology (Criticism),"Louis Althusser, Terry Eagleton"
Critics,V. Historical & C. Cultural Studies,Cultural Studies (Criticism),Cultural Studies (Criticism),"Stuart Hall, Raymond Williams, Richard Hoggart"
Critics,V. Historical & C. Cultural Studies,Reception Theory / Reader-Response Criticism,Reception Theory / Reader-Response Criticism,"Wolfgang Iser, Hans Robert Jauss, Stanley Fish"
Critics,VI. Phenomenological & Hermeneutic Approaches,A. Phenomenology,Phenomenological Criticism,"Georges Poulet, Maurice Merleau-Ponty (applied to literature)"
Critics,VI. Phenomenological & B. Hermeneutics,Hermeneutics (Criticism),Hermeneutics (Criticism),"Hans-Georg Gadamer, Paul Ricoeur"
Critics,VI. Phenomenological & B. Hermeneutics,Philosophical Hermeneutics,Philosophical Hermeneutics,Hans-Georg Gadamer
Critics,VII. Rhetorical & Discourse Approaches,A. Rhetorical Criticism,Rhetorical Criticism,"Kenneth Burke, Aristotle (classical rhetoric)"
Critics,VII. Rhetorical & A. Rhetorical Criticism,Dramatism,Dramatism,Kenneth Burke
Critics,VII. Rhetorical & B. Discourse Analysis,Discourse Analysis (Criticism),Discourse Analysis (Criticism),"Michel Foucault, Norman Fairclough"
Critics,VIII. Ecological & Environmental Approaches,A. Ecocriticism,Ecocriticism,"Cheryll Glotfelty, Lawrence Buell"
Critics,VIII. Ecological & A. Ecocriticism,Environmental Justice Criticism,Environmental Justice Criticism,N/A (Emerging interdisciplinary field)
Critics,IX. Digital & Media-Specific Approaches,A. Digital Humanities Criticism,Digital Humanities Criticism,"Franco Moretti (distant reading), Lev Manovich"
Critics,IX. Digital & A. Digital Humanities Criticism,Hypertext Theory (Criticism),Hypertext Theory (Criticism),"George Landow, Michael Joyce"
Critics,X. Intertextual & Comparative Approaches,A. Intertextuality,Intertextuality (Criticism),"Julia Kristeva, Roland Barthes"
Critics,X. Intertextual & A. Intertextuality,Comparative Literature,Comparative Literature,"Edward Said, Pascale Casanova"
Critics,X. Intertextual & B. Adaptation Studies,Adaptation Studies (Criticism),Adaptation Studies (Criticism),"Linda Hutcheon, Robert Stam"
Critics,XI. Affect Theory & Phenomenology,A. Affective Criticism,Affect Theory (Criticism),"Brian Massumi, Sianne Ngai"
Critics,XI. Affect Theory & B. Sensory Criticism,Sensory Criticism,Sensory Criticism,Laura U. Marks
Critics,XII. Systems Theory & Complexity,A. Systems Criticism,Systems Theory (Criticism),Niklas Luhmann (applied to literature)
Critics,XIII. Cognitive Approaches,A. Cognitive Literary Studies,Cognitive Literary Studies,"David Herman, Lisa Zunshine, Patrick Colm Hogan"
Critics,XIII. Cognitive Approaches & A. Cognitive Literary Studies,Theory of Mind (Criticism),Theory of Mind (Criticism),Lisa Zunshine
Critics,XIII. Cognitive Approaches & B. Evolutionary Literary Theory,Evolutionary Literary Theory,Evolutionary Literary Theory,"Joseph Carroll, Brian Boyd"
Critics,XIV. Marxist & Materialist (Expanded),A. Post-Marxist Criticism,Post-Marxist Criticism,Ernesto Laclau & Chantal Mouffe
Critics,XIV. Marxist & A. Post-Marxist Criticism,Ideological State Apparatuses (ISAs) (Criticism),Ideological State Apparatuses (ISAs) (Criticism),Louis Althusser
Critics,XIV. Marxist & B. World-Systems,World Literature (Criticism),World Literature (Criticism),"Franco Moretti, Pascale Casanova"
Critics,XV. Reader-Response (Expanded),A. Aesthetic of Reception,Aesthetic of Reception,Hans Robert Jauss
Critics,XV. Reader-Response & B. Affective Stylistics,Affective Stylistics,Affective Stylistics,Stanley Fish
Critics,XVI. Ecocriticism (Expanded),A. Material Ecocriticism,Material Ecocriticism,"Stacy Alaimo, Jane Bennett"
Critics,XVI. Ecocriticism & B. Environmental Justice,Environmental Justice Criticism (Literature),Environmental Justice Criticism (Literature),N/A (Application of Env. Justice)
Critics,XVII. Digital Humanities (Expanded),A. Quantitative Methods,Distant Reading,Franco Moretti
Critics,XVII. Digital Humanities & B. Media Archaeology,Media Archaeology (Criticism),Media Archaeology (Criticism),"Siegfried Zielinski, Erkki Huhtamo"
Critics,XVIII. Psychoanalytic (Expanded),A. Feminine Jouissance,Jouissance (Criticism),"Jacques Lacan, Julia Kristeva"
Critics,XVIII. Psychoanalytic & B. Trauma & Memory,Trauma Theory (Criticism),Trauma Theory (Criticism),"Cathy Caruth, Shoshana Felman"
Critics,XIX. Interdisciplinary & Emerging Approaches,A. Thing Theory,Thing Theory (Criticism),Bill Brown
Critics,XIX. Interdisciplinary & A. Thing Theory,New Materialism (Criticism),New Materialism (Criticism),"Jane Bennett, Karen Barad"
Critics,XIX. Interdisciplinary & B. Network Theory,Network Theory (Criticism),Network Theory (Criticism),"Franco Moretti (often implicitly), N/A (Emerging application)"
Critics,XIX. Interdisciplinary & C. Critical Animal Studies,Critical Animal Studies (Criticism),Critical Animal Studies (Criticism),Cary Wolfe
Critics,XIX. Interdisciplinary & D. Affect Studies,Emotional Communities (Criticism),Emotional Communities (Criticism),Barbara Rosenwein
Critics,XIX. Interdisciplinary & E. Cognitive Literary Theory (Specifics),Cognitive Poetics,Cognitive Poetics,"Elena Semino, Peter Stockwell"
Critics,XX. Post-Humanist & Non-Human,A. Posthumanism (Criticism),Posthumanism (Criticism),"Rosi Braidotti, Donna Haraway"
Critics,XX. Post-Humanist & A. Posthumanism (Criticism),Cyborg Theory (Criticism),Cyborg Theory (Criticism),Donna Haraway
Critics,XX. Post-Humanist & B. New Materialism (Literary),Object-Oriented Ontology (OOO) (Criticism),Object-Oriented Ontology (OOO) (Criticism),Graham Harman (applied to literature)
Critics,XXI. Critical Legal Studies (Applied to Criticism),A. Law and Literature,Law and Literature,"Richard Posner, Martha Nussbaum"
Critics,XXII. Performance Studies (Applied to Criticism),A. Performativity,Performativity (Criticism),"Judith Butler, J.L. Austin (linguistic, applied)"
Critics,XXIII. Archival Studies (Applied to Criticism),A. Archive Theory,Archive Theory (Criticism),"Jacques Derrida, Michel Foucault"
Critics,XXIV. Sound Studies (Applied to Criticism),A. Soundscapes,Sound Studies (Criticism),"Michel Chion, Murray Schafer (applied to criticism)"
Critics,XXV. Visual Culture Studies (Applied to Criticism),A. Iconography,Iconology (Criticism),Erwin Panofsky
Critics,XXVI. Systems Theory (Applied to Culture),A. Autopoiesis,Autopoiesis (Criticism),Niklas Luhmann
Critics,XXVII. Aesthetics (Philosophical),A. Aesthetic Value,Aesthetic Value Theory (Criticism),"Immanuel Kant, David Hume"
Critics,XXVIII. Philology & Textual Criticism,A. Textual Study,Textual Criticism,N/A (Traditional scholarly method)
Critics,XXIX. Deconstruction (Advanced),A. Aporia,Aporia (Criticism),Jacques Derrida
Critics,XXX. Post-Structuralism (Advanced),A. Trace,Trace (Criticism),Jacques Derrida
Critics,XXXI. Reader-Response (Advanced),A. Implied Reader,Implied Reader (Criticism),Wolfgang Iser
Critics,XXXII. Cognitive Literary Theory (Specifics),A. Schema Theory (Literary),Schema Theory (Literary),"Jean Mandler, David E. Rumelhart"
Critics,XXXIII. Critical Race Theory (Specifics),A. Whiteness Studies (Criticism),Whiteness Studies (Criticism),"Richard Dyer, David R. Roediger"
Critics,XXXIV. Postcolonial Criticism (Specifics),A. Hybridity (Criticism),Hybridity (Criticism),Homi K. Bhabha
Critics,XXXV. Ecocriticism (Specifics),A. Pastoral & Wilderness,Pastoral and Wilderness Themes (Ecocriticism),Leo Marx
Critics,XXXVI. Digital Humanities (Specifics),A. Text Mining,Text Mining (Criticism),Matthew Jockers
Critics,XXXVII. Psychotherapy (Applied to Literature),A. Existential Psychology (Criticism),Existential Psychology (Criticism),"Viktor Frankl, Rollo May"
Critics,XXXVIII. Gender Studies (Specific to Literature),A. Queer Readings,Queer Readings (Literature),N/A (Methodological approach)
Critics,XXXIX. Cultural Studies (Specific Focus),A. Subculture Theory (Criticism),Subculture Theory (Criticism),"Dick Hebdige, Stuart Hall"
Critics,XL. History of the Book (Applied to Criticism),A. Print Culture Studies,Print Culture Studies (Criticism),"Elizabeth Eisenstein, Robert Darnton"
Critics,XLI. Media Studies (Applied to Criticism),A. Intermediality,Intermediality (Criticism),Claus Clüver
Critics,XLII. Aesthetics (Contemporary),A. Disinterest,Disinterest (Aesthetic),Immanuel Kant
Critics,XLIII. Philosophical Criticism,A. Hermeneutics of Suspicion,Hermeneutics of Suspicion,"Paul Ricoeur (coined the term, applied to Marx, Freud, Nietzsche)"
Critics,XLIV. Ecocriticism (Deep Dive),A. Dark Ecology,Dark Ecology,Timothy Morton
Critics,XLV. Digital Humanities (Advanced),A. Cultural Analytics,Cultural Analytics,Lev Manovich
Critics,XLVI. Psychoanalysis (Object Relations),A. Object Relations (Criticism),Object Relations Criticism,D.W. Winnicott (applied to literature)
Critics,XLVII. Posthumanism (Specific),A. Animal Studies (Criticism),Animal Studies (Criticism),N/A (Interdisciplinary field)
Critics,XLVIII. Critical Theory (Applied to Criticism),A. Frankfurt School (Aesthetics),Frankfurt School Aesthetics,"Theodor Adorno, Max Horkheimer"
Critics,XLIX. Marxism (Advanced),A. Commodity Fetishism (Criticism),Commodity Fetishism (Criticism),Karl Marx (applied to criticism)
Critics,L. Structuralism (Advanced),A. Semiotics of Culture,Semiotics of Culture,"Yuri Lotman, Umberto Eco"
Critics,LI. Reader-Response (Advanced),A. Affective Response,Affective Response (Criticism),Norman Holland
Critics,LII. Feminism (Advanced),A. Materialist Feminism (Criticism),Materialist Feminism (Criticism),"Christine Delphy, Monique Wittig"
Critics,LIII. Queer Theory (Advanced),A. Queer Temporalities (Criticism),Queer Temporalities (Criticism),"Elizabeth Freeman, Jack Halberstam"
Critics,LIV. Postcolonial (Advanced),A. Hybridity (Bhabha),Hybridity (Bhabha) (Criticism),Homi K. Bhabha
Critics,LV. New Historicism (Advanced),A. Cultural Poetics,Cultural Poetics,Stephen Greenblatt
Critics,LVI. Rhetoric (Advanced),A. Ideology (Rhetoric),Ideology (Rhetoric),Kenneth Burke
Critics,LVII. Environmental Humanities (Critical),A. Anthropocene Criticism,Anthropocene Criticism (Literature),"Donna Haraway, Timothy Morton"
Critics,LVIII. Trauma Studies (Advanced),A. Unrepresentability,Unrepresentability (Trauma),"Dominick LaCapra, Cathy Caruth"
Critics,LIX. Thing Theory (Advanced),A. Object-Oriented Literary Criticism,Object-Oriented Literary Criticism,Graham Harman
Critics,LX. Psychoanalysis (Beyond Freud/Lacan),A. Kleinian Criticism,Kleinian Criticism,Melanie Klein (applied to criticism)
Critics,LXI. Cultural Studies (Specific Methodologies),A. Encoding/Decoding Model,Encoding/Decoding Model (Criticism),Stuart Hall
Critics,LXII. Post-Structuralism (Specific Figures),A. Foucaultian Criticism,Foucaultian Criticism,Michel Foucault
Critics,LXIII. Reception Theory (Specifics),A. Horizon of Expectation,Horizon of Expectation (Criticism),Hans Robert Jauss
Critics,LXIV. Marxism (Specific Tendencies),A. Althusserian Marxism (Criticism),Althusserian Marxism (Criticism),Louis Althusser
Critics,LXV. Ecocriticism (Beyond Literary),A. Anthropocentric Bias (Ecocriticism),Anthropocentric Bias (Ecocriticism),N/A (Core concept)
Critics,LXVI. Digital Humanities (Theoretical),A. Algorithmic Criticism,Algorithmic Criticism,N/A (Emerging field)
