Part,RomanHead,TrueMajor,TrueSub,Theory Title,Theorist,Major Category
Psychology,XXIV,XXIV. Positive Psychology,A. Meaning & Purpose,Eudaimonic Well-being,Carol Ryff,XXIV. Positive Psychology & A. Meaning & Purpose
Psychology,XXV,XXV. Developmental Psychology (Specific Focus),A. Parenting,Authoritative Parenting Theory,Diana Baumrind,XXV. Developmental Psychology (Specific Focus)
Psychology,XXV,XXV. Developmental Psychology,A. Parenting,Attachment Parenting Theory,William Sears,XXV. Developmental Psychology & A. Parenting
Psychology,XXVI,XXVI. Cross-Cultural Psychology (Advanced),A. Self-Concept,Relational Self-Construal,"Stephen Chen, Nancy Cantor",XXVI. Cross-Cultural Psychology (Advanced)
Psychology,XXVI,XXVI. Cross-Cultural Psychology,A. Self-Concept,Cultural Syndromes (Psychology),Harry C. Triandis,XXVI. Cross-Cultural Psychology & A. Self-Concept
Psychology,XXVII,XXVII. Counseling Psychology (Broader Approaches),A. Humanistic-Existential,Logotherapy,Viktor Frankl,XXVII. Counseling Psychology (Broader Approaches)
Psychology,XXVII,XXVII. Counseling Psychology,B. Feminist Therapy,Feminist Therapy,Laura S. Brown,XXVII. Counseling Psychology & B. Feminist Therapy
Psychology,XXVII,XXVII. Counseling Psychology,C. Multicultural Counseling,Multicultural Counseling Theory,Derald Wing Sue,XXVII. Counseling Psychology & C. Multicultural Counseling
Psychology,XXVII,XXVII. Counseling Psychology,D. Trauma-Informed,Trauma-Informed Care,SAMHSA,XXVII. Counseling Psychology & D. Trauma-Informed
Psychology,XXVIII,XXVIII. Social Cognition (Advanced),A. Biases & Heuristics,Availability Heuristic,Daniel Kahneman & Amos Tversky,XXVIII. Social Cognition (Advanced)
Psychology,XXVIII,XXVIII. Social Cognition,A. Biases & Heuristics,Representativeness Heuristic,Daniel Kahneman & Amos Tversky,XXVIII. Social Cognition & A. Biases & Heuristics
Psychology,XXIX,XXIX. Group Dynamics (Advanced),A. Leadership,Transformational Leadership Theory,Bernard M. Bass,XXIX. Group Dynamics (Advanced)
Psychology,XXIX,XXIX. Group Dynamics,B. Group Performance,Social Facilitation Theory,Robert Zajonc,XXIX. Group Dynamics & B. Group Performance
Psychology,XXX,XXX. Relationship Psychology (Specific Theories),A. Conflict & Repair,Demand/Withdraw Pattern,"Howard Markman, John Gottman",XXX. Relationship Psychology (Specific Theories)
Psychology,XXX,XXX. Relationship Psychology,A. Conflict & Repair,Repair Attempts (Relationships),John Gottman,XXX. Relationship Psychology & A. Conflict & Repair
Psychology,XXX,XXX. Relationship Psychology,B. Long-Term Relationships,Investment Model of Commitment,Caryl Rusbult,XXX. Relationship Psychology & B. Long-Term Relationships
Psychology,XXX,XXX. Relationship Psychology,B. Long-Term Relationships,Relational Dialectics Theory,"Leslie Baxter, Barbara Montgomery",XXX. Relationship Psychology & B. Long-Term Relationships
Psychology,XXX,XXX. Relationship Psychology,C. Communication,Communication Accommodation Theory,Howard Giles,XXX. Relationship Psychology & C. Communication
Psychology,XXX,XXX. Relationship Psychology,D. Attraction & Love,Repeated exposure to a novel stimulus increases liking for that stimulus.,,XXX. Relationship Psychology & D. Attraction & Love
Psychology,XXX,XXX. Relationship Psychology,D. Attraction & Love,We tend to like people who like us in return.,,XXX. Relationship Psychology & D. Attraction & Love
Psychology,XXXI,XXXI. Developmental Psychology (Special Topics),A. Moral Emotion,Empathy Development Theory,Martin L. Hoffman,XXXI. Developmental Psychology (Special Topics)
Psychology,XXXI,XXXI. Developmental Psychology,B. Theory of Mind (Advanced),False-Belief Task (Theory of Mind),Wimmer & Perner,XXXI. Developmental Psychology & B. Theory of Mind (Advanced)
Psychology,XXXII,XXXII. Personality Psychology (Advanced Models),A. Psychodynamic (Contemporary),Self Psychology,Heinz Kohut,XXXII. Personality Psychology (Advanced Models)
Psychology,XXXII,XXXII. Personality Psychology,B. Trait (Further Developments),Reinforcement Sensitivity Theory (RST),Jeffrey Gray,XXXII. Personality Psychology & B. Trait (Further Developments)
Psychology,XXXIII,XXXIII. Social Influence & Persuasion (Advanced),A. Social Norms,Injunctive Norms,,XXXIII. Social Influence & Persuasion (Advanced)
Psychology,XXXIII,XXXIII. Social Influence,A. Social Norms,Perceptions of how most people behave in a given situation.,,XXXIII. Social Influence & A. Social Norms
Psychology,XXXIV,XXXIV. Stress & Coping (Clinical Applications),A. Coping Styles,Problem-Focused Coping,Richard Lazarus & Susan Folkman,XXXIV. Stress & Coping (Clinical Applications)
Psychology,XXXIV,XXXIV. Stress,A. Coping Styles,Emotion-Focused Coping,Richard Lazarus & Susan Folkman,XXXIV. Stress & A. Coping Styles
Psychology,XXXV,XXXV. Positive Psychology (Further Concepts),A. Grit,Grit Theory,,XXXV. Positive Psychology (Further Concepts)
Psychology,XXXV,XXXV. Positive Psychology,B. Optimism,Dispositional Optimism,Michael Scheier & Charles Carver,XXXV. Positive Psychology & B. Optimism
Psychology,XXXVI,XXXVI. Emotion Regulation (Advanced),A. Regulation Strategies,Cognitive Reappraisal,James J. Gross,XXXVI. Emotion Regulation (Advanced)
Psychology,XXXVI,XXXVI. Emotion Regulation,A. Regulation Strategies,Inhibiting the behavioral expression of emotion.,,XXXVI. Emotion Regulation & A. Regulation Strategies
Psychology,XXXVII,XXXVII. Addiction (Beyond Basic Models),A. Dual Process Models,Dual Process Theory of Addiction,"Wiers, Stacy, & Marlat",XXXVII. Addiction (Beyond Basic Models)
Psychology,XXXVIII,XXXVIII. Trauma & Resilience (Further Concepts),A. Post-Traumatic Growth,Post-Traumatic Growth (PTG),Richard Tedeschi & Lawrence Calhoun,XXXVIII. Trauma & Resilience (Further Concepts)
Psychology,XXXIX,XXXIX. Interpersonal Relationships (Advanced Models),A. Intimacy,Self-Expansion Theory,Arthur Aron & Elaine Aron,XXXIX. Interpersonal Relationships (Advanced Models)
Psychology,XXXIX,XXXIX. Interpersonal Relationships,B. Relationship Maintenance,Social Support Theory (Relationships),Shelley E. Taylor,XXXIX. Interpersonal Relationships & B. Relationship Maintenance
Psychology,XL,XL. Social Cognition (Recent Developments),A. Embodied Simulation,Embodied Simulation (Psychology),Vittorio Gallese,XL. Social Cognition (Recent Developments)
Psychology,XL,XL. Social Cognition,B. Implicit Bias,Implicit Bias Theory,Mahzarin Banaji & Anthony Greenwald,XL. Social Cognition & B. Implicit Bias
Psychology,XLI,XLI. Personality & Social Psychology (Integration),A. Personality in Context,Interactionism (Personality),"Walter Mischel, Albert Bandura",XLI. Personality & Social Psychology (Integration)
Psychology,XLII,XLII. Health Psychology (Behavioral Change),A. Motivation for Change,Transtheoretical Model (Stages of Change),James O. Prochaska & Carlo C. DiClemente,XLII. Health Psychology (Behavioral Change)
Psychology,XLIII,XLIII. Developmental Psychology (Lifespan),A. Adult Development,Midlife Crisis Theory,Daniel Levinson (though often critiqued or reframed),XLIII. Developmental Psychology (Lifespan)
Psychology,XLIV,XLIV. Abnormal Psychology (Etiology),A. Vulnerability Factors,Expressed Emotion (EE) (Psychology),George W. Brown,XLIV. Abnormal Psychology (Etiology)
Psychology,XLV,XLV. Positive Psychology (Applications),A. Gratitude,Gratitude Theory,Robert Emmons,XLV. Positive Psychology (Applications)
Psychology,XLVI,XLVI. Cognitive Psychology (Applied),A. Expertise,Deliberate Practice Theory,K. Anders Ericsson,XLVI. Cognitive Psychology (Applied)
Psychology,XLVII,XLVII. Environmental Psychology (Applications),A. Restorative Environments,Attention Restoration Theory (ART),Rachel Kaplan & Stephen Kaplan,XLVII. Environmental Psychology (Applications)
Psychology,XLVIII,XLVIII. Evolutionary Psychology (Social Behavior),A. Cooperation,Reciprocal Altruism,Robert Trivers,XLVIII. Evolutionary Psychology (Social Behavior)
Psychology,XLIX,XLIX. Neuropsychology,A. Brain & Behavior,Dual-Coding Theory (Memory),,XLIX. Neuropsychology
Psychology,L,L. Psychotherapy (Integrative Approaches),A. Common Factors,Common Factors Theory (Therapy),"Saul Rosenzweig, Bruce Wampold",L. Psychotherapy (Integrative Approaches)
Psychology,LI,LI. Stress & Coping (Specific Models),A. Social Support,Buffering Hypothesis (Social Support),Cohen & Wills,LI. Stress & Coping (Specific Models)
Psychology,LII,LII. Positive Psychology (Future-Oriented),A. Hope,Hope Theory (Psychology),C. R. Snyder,LII. Positive Psychology (Future-Oriented)
Psychology,LIII,LIII. Decision-Making (Behavioral Economics),A. Biases,Anchoring Bias,Amos Tversky & Daniel Kahneman,LIII. Decision-Making (Behavioral Economics)
Psychology,LIV,LIV. Personality (Dynamic Approaches),A. Narrative Identity,Narrative Identity Theory,Dan P. McAdams,LIV. Personality (Dynamic Approaches)
Psychology,LV,LV. Social Cognition (Advanced Processes),A. Implicit Association,Implicit Association Test (IAT) (Theory),Anthony Greenwald & Mahzarin Banaji,LV. Social Cognition (Advanced Processes)
Psychology,LVI,LVI. Developmental Psychology (Contextual),A. Ecological Systems,Microsystem (Developmental),Urie Bronfenbrenner,LVI. Developmental Psychology (Contextual)
Psychology,LVII,LVII. Clinical Psychology (Intervention Mechanisms),A. Therapeutic Alliance,Therapeutic Alliance Theory,"Edward Bordin, Carl Rogers",LVII. Clinical Psychology (Intervention Mechanisms)
Psychology,LVIII,LVIII. Humanistic Psychology (Further Development),A. Peak Experiences,Peak Experiences,Abraham Maslow,LVIII. Humanistic Psychology (Further Development)
Psychology,LIX,LIX. Relationships (Advanced Dynamics),A. Social Interdependence,Outcome Interdependence,Harold Kelley & John Thibaut,LIX. Relationships (Advanced Dynamics)
Psychology,LX,LX. Health Psychology (Psychological Factors),A. Beliefs & Attitudes,Theory of Reasoned Action (TRA) (Health),Martin Fishbein & Icek Ajzen,LX. Health Psychology (Psychological Factors)
Psychology,LXI,LXI. Cognitive Psychology (Beyond Memory),A. Problem Solving,Means-Ends Analysis,Allen Newell & Herbert A. Simon,LXI. Cognitive Psychology (Beyond Memory)
Psychology,LXII,LXII. Social Influence (Advanced Mechanisms),A. Minority Influence,Minority Influence Theory,Serge Moscovici,LXII. Social Influence (Advanced Mechanisms)
Psychology,LXIII,LXIII. Personality (Situational Influences),A. Person-Situation Debate,Person-Situation Debate,Walter Mischel,LXIII. Personality (Situational Influences)
Psychology,LXIV,LXIV. Positive Psychology (Interventions),A. Strengths-Based,Strengths-Based Interventions,"Martin Seligman, Clifton StrengthsFinder",LXIV. Positive Psychology (Interventions)
Psychology,LXV,LXV. Developmental Psychology (Social Cognition),A. Social Perspective Taking,Social Perspective-Taking,Robert L. Selman,LXV. Developmental Psychology (Social Cognition)
Psychology,LXVI,LXVI. Emotion Psychology (Basic Processes),A. Components of Emotion,Component Process Model of Emotion,Klaus R. Scherer,LXVI. Emotion Psychology (Basic Processes)
Psychology,LXVII,LXVII. Psychopathology (Specific Models),A. Borderline Personality,Biosocial Theory of Borderline Personality Disorder,Marsha M. Linehan,LXVII. Psychopathology (Specific Models)
Psychology,LXVIII,LXVIII. Health Psychology (Stress Pathways),A. Allostasis,Allostasis and Allostatic Load,Bruce McEwen,LXVIII. Health Psychology (Stress Pathways)
Psychology,LXIX,LXIX. Relationship Psychology (Maintenance),A. Investment,Comparison Level (Relationships),Harold Kelley & John Thibaut,LXIX. Relationship Psychology (Maintenance)
Psychology,LXX,LXX. Relationship Psychology (Attraction),A. Proximity & Familiarity,Proximity Effect (Attraction),"Leon Festinger, Stanley Schachter, Kurt Back",LXX. Relationship Psychology (Attraction)
Psychology,LXXI,LXXI. Personality Development (Lifespan),A. Generativity,Generativity vs. Stagnation,Erik Erikson,LXXI. Personality Development (Lifespan)
Psychology,LXXII,LXXII. Positive Psychology (Applications to Life),A. Resilience,Resilience Theory (Psychology),Ann Masten,LXXII. Positive Psychology (Applications to Life)
Psychology,LXXIII,LXXIII. Cognitive Psychology (Language),A. Language Acquisition,Universal Grammar Theory,Noam Chomsky,LXXIII. Cognitive Psychology (Language)
Psychology,LXXIV,LXXIV. Social Influence (Advanced),A. Social Proof,Social Proof Principle (Persuasion),Robert Cialdini,LXXIV. Social Influence (Advanced)
Psychology,LXXV,LXXV. Group Dynamics (Leadership Styles),A. Contingency Theory,Contingency Theory of Leadership,Fred Fiedler,LXXV. Group Dynamics (Leadership Styles)
Psychology,LXXVI,LXXVI. Relationships (Attachment in Adulthood),A. Adult Attachment Styles,Adult Attachment Theory,Cindy Hazan & Phillip Shaver,LXXVI. Relationships (Attachment in Adulthood)
Psychology,LXXVII,LXXVII. Health Psychology (Illness Behavior),A. Illness Representation,Common Sense Model of Illness Self-Regulation,Howard Leventhal,LXXVII. Health Psychology (Illness Behavior)
Psychology,LXXVIII,LXXVIII. Developmental Psychology (Moral Reasoning),A. Prosocial Behavior,Prosocial Moral Reasoning,Nancy Eisenberg,LXXVIII. Developmental Psychology (Moral Reasoning)
Psychology,LXXIX,LXXIX. Personality (Self-Concept),A. Self-Discrepancy,Self-Discrepancy Theory,E. Tory Higgins,LXXIX. Personality (Self-Concept)
Psychology,LXXX,LXXX. Social Cognition (Attribution Biases),A. Actor-Observer Bias,Actor-Observer Bias,Edward E. Jones & Richard E. Nisbett,LXXX. Social Cognition (Attribution Biases)
Psychology,LXXXI,LXXXI. Positive Psychology (Strengths),A. Self-Compassion,Self-Compassion Theory,Kristin Neff,LXXXI. Positive Psychology (Strengths)
Psychology,LXXXII,LXXXII. Memory (Advanced),A. Constructive Memory,Constructive Memory,"Frederic Bartlett, Elizabeth Loftus",LXXXII. Memory (Advanced)
Psychology,LXXXIII,LXXXIII. Social Influence (Compliance),A. Foot-in-the-Door Technique,Foot-in-the-Door Technique,Jonathan Freedman & Scott Fraser,LXXXIII. Social Influence (Compliance)
Psychology,LXXXIV,LXXXIV. Group Dynamics (Decision Making),A. Group Polarization,Group Polarization,James Stoner,LXXXIV. Group Dynamics (Decision Making)
Psychology,LXXXV,LXXXV. Health Psychology (Stress and Disease),A. Psychoneuroimmunology (PNI),Psychoneuroimmunology (PNI),Robert Ader,LXXXV. Health Psychology (Stress and Disease)
Psychology,LXXXVI,LXXXVI. Relationships (Attachment in Therapy),A. Emotionally Focused Therapy (EFT),Emotionally Focused Therapy (EFT),Sue Johnson & Les Greenberg,LXXXVI. Relationships (Attachment in Therapy)
Psychology,LXXXVII,LXXXVII. Personality (Evolutionary Approaches),A. Individual Differences,Individual Differences (Evolutionary),David Buss,LXXXVII. Personality (Evolutionary Approaches)
Psychology,LXXXVIII,LXXXVIII. Social Cognition (Stereotypes),A. Stereotype Threat,Stereotype Threat Theory,Claude Steele & Joshua Aronson,LXXXVIII. Social Cognition (Stereotypes)
Psychology,LXXXIX,LXXXIX. Developmental Psychology (Play),A. Functions of Play,Play Theory (Developmental),"Lev Vygotsky, Jean Piaget",LXXXIX. Developmental Psychology (Play)
Psychology,XC,XC. Counseling Psychology (Integrative),A. Integrative Psychotherapy,Integrative Psychotherapy,James O. Prochaska & John C. DiClemente,XC. Counseling Psychology (Integrative)
Psychology,XCI,XCI. Cognitive Psychology (Attention),A. Selective Attention,Selective Attention Theory,Donald Broadbent,XCI. Cognitive Psychology (Attention)
Psychology,XCII,XCII. Social Psychology (Aggression),A. Frustration-Aggression,Frustration-Aggression Hypothesis,,XCII. Social Psychology (Aggression)
Psychology,XCIII,XCIII. Personality (Humanistic),A. Self-Concept,Ideal Self vs. Real Self,Carl Rogers,XCIII. Personality (Humanistic)
