theorist,concept,part,major,sub,source_title
Arthur Aron,Self-Expansion Theory,Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,CSV
Elaine Aron,Self-Expansion Theory,Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,CSV
Shelley E. Taylor,Social Support Theory (Relationships),Psychology,Relationship & Interpersonal,B. Interdependence & Commitment,CSV
Shelley E. Taylor,Hormonal Influences on Social Behavior,Nature,Behavioral Endocrinology & Stress Biology,A. Hormones & Social Behavior,CSV
Vittorio Gallese,Embodied Simulation,Psychology,Cognitive Science & Neuroscience,A. Cognitive Science,CSV
Vittorio Gallese,Mirror Neuron System Theory,Nature,Neurobiology & Neuroscience,A. Neuroplasticity & Systems,CSV
Vittorio Gallese,Empathy-Mirroring Systems Theory,Nature,Neurobiology & Neuroscience,C. Social & Affective Neuroscience,CSV
Vittorio Gallese,Embodied Simulation (Neuroscience),Nature,Neurobiology & Neuroscience,B. Memory & Learning Neuroscience,CSV
Anthony Greenwald,Implicit Bias Theory,Psychology,Social Psychology,C. Social Cognition & Influence,CSV
Anthony Greenwald,Implicit Association Test (IAT) (Theory),Psychology,Social Psychology,C. Social Cognition & Influence,CSV
Walter Mischel,Interactionism (Personality),Psychology,Personality,B. Dynamic & Process Models,CSV
Walter Mischel,Person-Situation Debate,Psychology,Personality,B. Dynamic & Process Models,CSV
Walter Mischel,Cognitive-Affective Personality System (CAPS),Psychology,Personality,B. Dynamic & Process Models,CSV
Walter Mischel,Neurobiology of Self-Control,Nature,Neuroeconomics & Neurophilosophy,A. Neuroeconomics & Behavioral Decision,CSV
James O. Prochaska,Transtheoretical Model (Stages of Change),Psychology,Health Psychology,B. Health Behavior Models,CSV
James O. Prochaska,Integrative Psychotherapy,Psychology,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,CSV
James O. Prochaska,Transtheoretical Model / Stages of Change (Health),Medicine,Public Health & Social Epidemiology,A. Health Behavior Models,CSV
Carlo C. DiClemente,Transtheoretical Model (Stages of Change),Psychology,Health Psychology,B. Health Behavior Models,CSV
Carlo C. DiClemente,Transtheoretical Model / Stages of Change (Health),Medicine,Public Health & Social Epidemiology,A. Health Behavior Models,CSV
Daniel Levinson,Midlife Crisis Theory,Psychology,Developmental,B. Lifespan Development,CSV
Robert Emmons,Gratitude Theory,Psychology,Positive Psychology,B. Strengths & Virtues,CSV
K. Anders Ericsson,Deliberate Practice Theory,Psychology,Cognitive,B. Memory & Attention,CSV
K. Anders Ericsson,Deliberate Practice,Psychology,Cognitive,B. Memory & Attention,OurList
Saul Rosenzweig,Common Factors Theory (Therapy),Psychology,Clinical & Psychopathology,B. Psychotherapy,CSV
Bruce Wampold,Common Factors Theory (Therapy),Psychology,Clinical & Psychopathology,B. Psychotherapy,CSV
Cohen,Buffering Hypothesis (Social Support),Psychology,Health Psychology,A. Stress & Coping,CSV
Cohen,Stress-Buffering Hypothesis,Psychology,Health Psychology,A. Stress & Coping,CSV
Wills,Buffering Hypothesis (Social Support),Psychology,Health Psychology,A. Stress & Coping,CSV
Wills,Stress-Buffering Hypothesis,Psychology,Health Psychology,A. Stress & Coping,CSV
C. R. Snyder,Hope Theory,Psychology,Positive Psychology,A. Well-being Models,CSV
Dan P. McAdams,Narrative Identity Theory,Psychology,Personality,B. Dynamic & Process Models,CSV
Edward Bordin,Therapeutic Alliance Theory,Psychology,Clinical & Psychopathology,B. Psychotherapy,CSV
Allen Newell,Means-Ends Analysis,Psychology,Cognitive,B. Memory & Attention,CSV
Serge Moscovici,Minority Influence Theory,Psychology,Social Psychology,C. Social Cognition & Influence,CSV
Clifton StrengthsFinder,Strengths-Based Interventions,Psychology,Positive Psychology,C. Resilience & Interventions,CSV
Robert L. Selman,Social Perspective-Taking,Psychology,Developmental,A. Cognitive & Moral Development,CSV
Klaus R. Scherer,Component Process Model of Emotion,Psychology,Emotion & Motivation,A. Emotion Theory,CSV
Bruce McEwen,Allostasis and Allostatic Load,Psychology,Health Psychology,A. Stress & Coping,CSV
Bruce McEwen,Allostasis and Allostatic Load (PNI),Nature,Psychoneuroimmunology & Microbiome,A. Immune-Behavior Interface,CSV
Bruce McEwen,Allostatic Load and Disease Theory,Nature,Behavioral Endocrinology & Stress Biology,C. Allostasis & Resilience,CSV
Stanley Schachter,Proximity Effect (Attraction),Psychology,Relationship & Interpersonal,A. Love & Attachment,CSV
Kurt Back,Proximity Effect (Attraction),Psychology,Relationship & Interpersonal,A. Love & Attachment,CSV
Ann Masten,Resilience Theory,Psychology,Positive Psychology,C. Resilience & Interventions,CSV
Ann Masten,Protective Factors (Developmental),Psychology,Developmental,B. Lifespan Development,CSV
Noam Chomsky,Universal Grammar Theory,Psychology,Cognitive,B. Memory & Attention,CSV
Noam Chomsky,Universal Grammar Theory (Biological),Nature,"Biological Bases of Language, Cognition & Aesthetics",B. Embodied & Biological Cognition,CSV
Noam Chomsky,Manufacturing Consent,Critics,Marxist & Materialist,A. Frankfurt School & Critical Theory,OurList
Noam Chomsky,Generative Grammar,Critics,Marxist & Materialist,A. Frankfurt School & Critical Theory,OurList
Noam Chomsky,Flak,Critics,Marxist & Materialist,A. Frankfurt School & Critical Theory,OurList
Cindy Hazan,Adult Attachment Theory,Psychology,Relationship & Interpersonal,A. Love & Attachment,CSV
Phillip Shaver,Adult Attachment Theory,Psychology,Relationship & Interpersonal,A. Love & Attachment,CSV
Howard Leventhal,Common Sense Model of Illness Self-Regulation,Psychology,Health Psychology,B. Health Behavior Models,CSV
E. Tory Higgins,Self-Discrepancy Theory,Psychology,Personality,C. Self & Self-Concept,CSV
Edward E. Jones,Actor-Observer Bias,Psychology,Social Psychology,C. Social Cognition & Influence,CSV
Richard E. Nisbett,Actor-Observer Bias,Psychology,Social Psychology,C. Social Cognition & Influence,CSV
Kristin Neff,Self-Compassion Theory,Psychology,Positive Psychology,B. Strengths & Virtues,CSV
Scott Fraser,Foot-in-the-Door Technique,Psychology,Social Psychology,B. Attitudes & Persuasion,CSV
James Stoner,Group Polarization,Psychology,Social Psychology,D. Group Dynamics,CSV
Robert Ader,Psychoneuroimmunology (PNI),Psychology,Health Psychology,A. Stress & Coping,CSV
Sue Johnson,Emotionally Focused Therapy (EFT),Psychology,Relationship & Interpersonal,A. Love & Attachment,CSV
Sue Johnson,Neurobiology of Attachment,Psychology,Psychoanalytic & Psychodynamic,B. Object Relations & Self,CSV
Les Greenberg,Emotionally Focused Therapy (EFT),Psychology,Relationship & Interpersonal,A. Love & Attachment,CSV
Claude Steele,Stereotype Threat Theory,Psychology,Social Psychology,C. Social Cognition & Influence,CSV
Joshua Aronson,Stereotype Threat Theory,Psychology,Social Psychology,C. Social Cognition & Influence,CSV
John C. DiClemente,Integrative Psychotherapy,Psychology,Counseling & Psychotherapy,A. Cognitive & Behavioral Therapies,CSV
Shelly Gable,Active Constructive Responding,Psychology,Positive Psychology,C. Resilience & Interventions,CSV
Alvin Gouldner,Reciprocity Norm (Helping),Psychology,Social Psychology,A. Identity & Intergroup,CSV
Abram Kardiner,Cultural-Personality Approach,Psychology,Personality,A. Trait Theories,CSV
Cora Du Bois,Cultural-Personality Approach,Psychology,Personality,A. Trait Theories,CSV
Adele Diamond,Executive Functions Theory,Psychology,Cognitive,B. Memory & Attention,CSV
Mary Main,Disorganized Attachment (Adult),Psychology,Relationship & Interpersonal,A. Love & Attachment,CSV
Baruch Fischhoff,Hindsight Bias,Psychology,Cognitive,C. Decision-Making & Heuristics,CSV
Marilynn Brewer,Optimal Distinctiveness Theory,Psychology,Social Psychology,A. Identity & Intergroup,CSV
Roy F. Baumeister,Self-Control Theory,Psychology,Personality,C. Self & Self-Concept,CSV
Dante Cicchetti,Developmental Psychopathology,Psychology,Developmental,B. Lifespan Development,CSV
Wolfgang Köhler,Insight,Psychology,Cognitive,B. Memory & Attention,CSV
Judith Herman,Complex Trauma Theory,Psychology,Clinical & Psychopathology,C. Trauma & Resilience,CSV
Judith Herman,Trauma and Recovery,Psychology,Clinical & Psychopathology,C. Trauma & Resilience,OurList
Judith Herman,Father-Daughter Incest,Psychology,Clinical & Psychopathology,C. Trauma & Resilience,OurList
Judith Herman,Complex PTSD,Psychology,Clinical & Psychopathology,C. Trauma & Resilience,OurList
Jerome Bruner,Interactionist Theory of Language Acquisition,Psychology,Cognitive,B. Memory & Attention,CSV
Steven W. Porges,Neurobiology of Attachment,Psychology,Psychoanalytic & Psychodynamic,B. Object Relations & Self,CSV
Kate Lorig,Self-Management Theory (Chronic Illness),Psychology,Health Psychology,B. Health Behavior Models,CSV
Judith Rich Harris,Peer Influence Theory,Psychology,Developmental,B. Lifespan Development,CSV
J.P. Guilford,Divergent Thinking Theory,Psychology,Cognitive,B. Memory & Attention,CSV
William B. Swann Jr.,Self-Verification Theory,Psychology,Personality,C. Self & Self-Concept,CSV
Ralf Schwarzer,Health Action Process Approach (HAPA),Psychology,Health Psychology,B. Health Behavior Models,CSV
Daryl Bem,Self-Perception Theory,Psychology,Social Psychology,C. Social Cognition & Influence,CSV
Yuichi Shoda,Cognitive-Affective Personality System (CAPS),Psychology,Personality,B. Dynamic & Process Models,CSV
Carolyn Saarni,Emotional Competence Theory,Psychology,Developmental,B. Lifespan Development,CSV
Viktor Shklovsky,Russian Formalism,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Roman Jakobson,Russian Formalism,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Roman Jakobson,Foregrounding,Critics,Formalist & Text-Centric,C. Stylistics & Textual Criticism,CSV
Boris Eichenbaum,Russian Formalism,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
T.S. Eliot,New Criticism,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
I.A. Richards,New Criticism,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
I.A. Richards,Practical Criticism,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Cleanth Brooks,New Criticism,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
John Crowe Ransom,New Criticism,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Umberto Eco,Semiotics,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Umberto Eco,Semiotics of Culture,Critics,Formalist & Text-Centric,B. Structuralism & Semiotics,CSV
Umberto Eco,Cultural Codes Theory,Culture,Cultural Evolution & Transmission,C. Cultural Codes & Semiotics,CSV
Umberto Eco,The Myth of Superman,Critics,Formalist & Text-Centric,Structuralism & Semiotics,OurList
Umberto Eco,Hyperreality,Critics,Formalist & Text-Centric,Structuralism & Semiotics,OurList
Julia Kristeva,Semiotics,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Julia Kristeva,French Feminism,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Julia Kristeva,Intertextuality,Critics,Intertextual & Comparative,A. Intertextuality,CSV
Julia Kristeva,Jouissance,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,CSV
Julia Kristeva,Powers of Horror,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,OurList
Julia Kristeva,Abjection,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,OurList
Julia Kristeva,Semiotic and Symbolic,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,OurList
Gérard Genette,Narratology,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Gérard Genette,Transtextuality,Critics,Intertextual & Comparative,A. Intertextuality,CSV
Seymour Chatman,Narratology,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Vladimir Propp,Narratology,Critics,Formalist & Text-Centric,A. Formalism & New Criticism,CSV
Vladimir Propp,Proppian Functions,Critics,Formalist & Text-Centric,B. Structuralism & Semiotics,CSV
Paul de Man,Deconstruction,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,CSV
J. Hillis Miller,Deconstruction,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,CSV
Stanley Fish,Interpretive Communities,Critics,Post-Structuralist & Deconstructive,A. Deconstruction,CSV
Stanley Fish,Reception Theory / Reader-Response Criticism,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,CSV
Stanley Fish,Affective Stylistics,Critics,Phenomenological & Hermeneutic,C. Reader-Response & Reception,CSV
Susan Gubar,Feminist Criticism,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Hélène Cixous,French Feminism,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Hélène Cixous,The Laugh of the Medusa,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,OurList
Hélène Cixous,Écriture Féminine,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,OurList
Hélène Cixous,Stigmata,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,OurList
Luce Irigaray,French Feminism,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Toni Morrison,Critical Race Theory,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
bell hooks,Critical Race Theory,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
bell hooks,Black Feminism,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
bell hooks,Oppositional Gaze,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
bell hooks,Eating the Other,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
bell hooks,Black Female Subjectivity,Critics,Identity-Based & Political,C. Postcolonial & Critical Race,OurList
Rosemarie Garland-Thomson,Disability Studies,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Rosemarie Garland-Thomson,Ableism in Medicine Theory,Medicine,"Body, Embodiment & Disability",A. Social & Medical Models of Disability,CSV
Rosemarie Garland-Thomson,Body Norms and Disability Theory,Medicine,"Body, Embodiment & Disability",A. Social & Medical Models of Disability,CSV
Rosemarie Garland-Thomson,Disability as Culture (Medical Humanities),Medicine,Critical Medical Humanities,G. Disability & Aging in Humanities,CSV
Rosemarie Garland-Thomson,Staring,Critics,Identity-Based & Political,Disability Studies,OurList
Rosemarie Garland-Thomson,Extraordinary Bodies,Critics,Identity-Based & Political,Disability Studies,OurList
Rosemarie Garland-Thomson,Freakery,Critics,Identity-Based & Political,Disability Studies,OurList
David T. Mitchell,Narrative Prosthesis,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
David T. Mitchell,Narrative Protheses,Critics,Identity-Based & Political,D. Disability Studies,CSV
Sharon L. Snyder,Narrative Prosthesis,Critics,Identity-Based & Political,A. Feminist & Gender Criticism,CSV
Sharon L. Snyder,Narrative Protheses,Critics,Identity-Based & Political,D. Disability Studies,CSV
Joseph Campbell,Archetypal Criticism,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,CSV
Joseph Campbell,Myth Criticism,Critics,Psychoanalytic & Psychological,A. Freudian & Lacanian,CSV
Joseph Campbell,The Hero's Journey,Critics,Intertextual & Comparative,A. Intertextuality,OurList
Joseph Campbell,The Hero with a Thousand Faces,Critics,Intertextual & Comparative,A. Intertextuality,OurList
Joseph Campbell,The Masks of God,Critics,Intertextual & Comparative,A. Intertextuality,OurList
Louis Montrose,New Historicism,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,CSV
Terry Eagleton,Marxist Criticism,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,CSV
Terry Eagleton,Ideology,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,CSV
Richard Hoggart,Cultural Studies,Critics,Historical & Cultural Materialist,A. New Historicism & Cultural Poetics,CSV
